timestamp_utc,num_gpu_blocks_override,tenant_count,run_index,tenant_id,history_limit_tokens,turn_index,session_index,request_id,metrics_request_id,status,error_message,input_tokens,requested_min_tokens,requested_max_tokens,output_tokens,kv_history_tokens,prefix_hit_tokens,prefix_hit_rate,blocking_time_ms,ttft_ms,p95_tbt_ms,ttlt_ms,prompt_log_path,output_log_path,run_log
2026-05-14T03:13:41.094695+00:00,16384,32,1,23,2048,1,23,cmpl-tenant-23-turn-1-tenants-32-run-1,cmpl-tenant-23-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.452,609.9603,19.2525,16891.7364,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_23/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_23/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.068885+00:00,16384,32,1,14,8192,1,14,cmpl-tenant-14-turn-1-tenants-32-run-1,cmpl-tenant-14-turn-1-tenants-32-run-1-0,success,,50,2048,2048,2049,0,48,,0.3801,543.077,23.2098,69327.4207,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_14/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_14/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.081560+00:00,16384,32,1,22,2048,1,22,cmpl-tenant-22-turn-1-tenants-32-run-1,cmpl-tenant-22-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.2938,516.6699,19.3057,16790.2703,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_22/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_22/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.050102+00:00,16384,32,1,10,8192,1,10,cmpl-tenant-10-turn-1-tenants-32-run-1,cmpl-tenant-10-turn-1-tenants-32-run-1-0,success,,50,2048,2048,2049,0,48,,0.2769,522.3069,22.2516,69309.5725,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_10/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_10/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.097103+00:00,16384,32,1,20,2048,1,20,cmpl-tenant-20-turn-1-tenants-32-run-1,cmpl-tenant-20-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.086,506.6629,19.3646,16772.7637,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_20/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_20/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.098813+00:00,16384,32,1,28,2048,1,28,cmpl-tenant-28-turn-1-tenants-32-run-1,cmpl-tenant-28-turn-1-tenants-32-run-1-0,success,,586,512,512,513,0,0,,0.1892,530.6816,19.3071,16802.7527,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_28/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_28/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.108688+00:00,16384,32,1,7,8192,1,7,cmpl-tenant-7-turn-1-tenants-32-run-1,cmpl-tenant-7-turn-1-tenants-32-run-1-0,success,,50,2048,2048,2049,0,0,,0.4696,589.2284,21.6457,69389.1521,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_7/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_7/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.101058+00:00,16384,32,1,5,8192,1,5,cmpl-tenant-5-turn-1-tenants-32-run-1,cmpl-tenant-5-turn-1-tenants-32-run-1-0,success,,69,2048,2048,2049,0,0,,0.0177,492.7968,21.9651,69304.7468,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_5/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_5/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.075065+00:00,16384,32,1,6,8192,1,6,cmpl-tenant-6-turn-1-tenants-32-run-1,cmpl-tenant-6-turn-1-tenants-32-run-1-0,success,,840,2048,2048,2049,0,0,,0.0476,288.2751,21.7559,69356.6695,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_6/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_6/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.047950+00:00,16384,32,1,1,8192,1,1,cmpl-tenant-1-turn-1-tenants-32-run-1,cmpl-tenant-1-turn-1-tenants-32-run-1-0,success,,636,2048,2048,2049,0,0,,0.5488,623.088,22.7347,69426.4725,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_1/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_1/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.053720+00:00,16384,32,1,9,8192,1,9,cmpl-tenant-9-turn-1-tenants-32-run-1,cmpl-tenant-9-turn-1-tenants-32-run-1-0,success,,50,2048,2048,2049,0,48,,0.3989,571.6248,21.702,69378.5003,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_9/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_9/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.047675+00:00,16384,32,1,2,8192,1,2,cmpl-tenant-2-turn-1-tenants-32-run-1,cmpl-tenant-2-turn-1-tenants-32-run-1-0,success,,840,2048,2048,2049,0,832,,0.3282,525.723,21.8191,69337.0884,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_2/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_2/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.058105+00:00,16384,32,1,4,8192,1,4,cmpl-tenant-4-turn-1-tenants-32-run-1,cmpl-tenant-4-turn-1-tenants-32-run-1-0,success,,243,2048,2048,2049,0,0,,0.5069,600.6014,22.3573,69399.704,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_4/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_4/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.084839+00:00,16384,32,1,16,8192,1,16,cmpl-tenant-16-turn-1-tenants-32-run-1,cmpl-tenant-16-turn-1-tenants-32-run-1-0,success,,47,2048,2048,2049,0,32,,0.2082,510.7215,22.1263,69300.2921,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_16/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_16/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.060485+00:00,16384,32,1,12,8192,1,12,cmpl-tenant-12-turn-1-tenants-32-run-1,cmpl-tenant-12-turn-1-tenants-32-run-1-0,success,,50,2048,2048,2048,0,48,,0.3109,523.2861,21.8602,69311.0184,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_12/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_12/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.089142+00:00,16384,32,1,13,8192,1,13,cmpl-tenant-13-turn-1-tenants-32-run-1,cmpl-tenant-13-turn-1-tenants-32-run-1-0,success,,50,2048,2048,2049,0,48,,0.1373,501.8779,22.1933,69309.6711,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_13/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_13/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.092334+00:00,16384,32,1,8,8192,1,8,cmpl-tenant-8-turn-1-tenants-32-run-1,cmpl-tenant-8-turn-1-tenants-32-run-1-0,success,,50,2048,2048,2049,0,48,,0.4167,560.3142,21.9549,69360.9535,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_8/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_8/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.063941+00:00,16384,32,1,3,8192,1,3,cmpl-tenant-3-turn-1-tenants-32-run-1,cmpl-tenant-3-turn-1-tenants-32-run-1-0,success,,243,2048,2048,2049,0,240,,0.1718,496.5008,22.3076,69284.0119,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_3/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_3/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.118862+00:00,16384,32,1,15,8192,1,15,cmpl-tenant-15-turn-1-tenants-32-run-1,cmpl-tenant-15-turn-1-tenants-32-run-1-0,success,,49,2048,2048,2049,0,48,,0.1545,482.8664,21.707,69278.7374,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_15/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_15/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.101678+00:00,16384,32,1,27,2048,1,27,cmpl-tenant-27-turn-1-tenants-32-run-1,cmpl-tenant-27-turn-1-tenants-32-run-1-0,success,,905,512,512,512,0,0,,0.1203,486.2391,19.3616,16749.0799,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_27/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_27/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.066220+00:00,16384,32,1,21,2048,1,21,cmpl-tenant-21-turn-1-tenants-32-run-1,cmpl-tenant-21-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.2253,509.5016,19.1618,16794.2068,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_21/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_21/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:13:41.115582+00:00,16384,32,1,19,2048,1,19,cmpl-tenant-19-turn-1-tenants-32-run-1,cmpl-tenant-19-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.3625,554.4014,19.2424,16827.6743,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_19/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_19/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:16:33.576514+00:00,16384,32,1,14,8192,2,14,cmpl-tenant-14-turn-2-tenants-32-run-1,cmpl-tenant-14-turn-2-tenants-32-run-1-0,success,,2240,2048,2048,2049,2100,48,0.022857,0.4239,7875.8924,36.1558,142471.3339,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_14/turn_02_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_14/turn_02_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:16:33.582879+00:00,16384,32,1,28,2048,2,28,cmpl-tenant-28-turn-2-tenants-32-run-1,cmpl-tenant-28-turn-2-tenants-32-run-1-0,success,,1685,512,512,513,1100,576,0.523636,7103.2319,13118.4998,37.2062,47523.9466,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_28/turn_02_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_28/turn_02_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:16:33.588391+00:00,16384,32,1,22,2048,2,22,cmpl-tenant-22-turn-2-tenants-32-run-1,cmpl-tenant-22-turn-2-tenants-32-run-1-0,success,,613,512,512,513,561,48,0.085561,2484.5744,12621.6651,37.24,47505.1447,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_22/turn_02_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_22/turn_02_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:16:33.627237+00:00,16384,32,1,26,2048,2,26,cmpl-tenant-26-turn-2-tenants-32-run-1,cmpl-tenant-26-turn-2-tenants-32-run-1-0,success,,613,512,512,513,561,48,0.085561,7103.2481,13112.4699,37.2058,47527.6165,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_26/turn_02_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_26/turn_02_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:16:33.599944+00:00,16384,32,1,27,2048,2,27,cmpl-tenant-27-turn-2-tenants-32-run-1,cmpl-tenant-27-turn-2-tenants-32-run-1-0,success,,1736,512,512,513,1418,896,0.631876,0.0369,3308.1617,37.2671,47455.7559,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_27/turn_02_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_27/turn_02_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-14T03:16:33.566181+00:00,16384,32,1,25,2048,2,25,cmpl-tenant-25-turn-2-tenants-32-run-1,cmpl-tenant-25-turn-2-tenants-32-run-1-0,success,,613,512,512,513,561,48,0.085561,0.0148,3272.1778,37.1428,47415.0139,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_25/turn_02_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_25/turn_02_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
