estimated_prefill_fraction,tenant_count,turn_index,tenant_id,history_limit_tokens,ttft_ms,blocking_ms,estimated_prefill_ms,estimated_remaining_ttft_ms,input_tokens,prefix_hit_tokens,computation_tokens
0.5,16,9,15,12288,42424.9757,0.0506,21212.46255,21212.46255,5505.0,4848.0,657.0
0.5,16,9,3,24576,42647.0953,0.1889,21323.4532,21323.4532,18035.0,15984.0,2051.0
0.5,16,10,8,24576,51284.8379,0.231,25642.30345,25642.30345,19931.0,17792.0,2139.0
0.5,16,10,12,12288,51252.4624,0.211,25626.125699999997,25626.125699999997,6105.0,5504.0,601.0
0.5,16,10,13,12288,60043.6983,641.386,29701.15615,29701.15615,6103.0,6000.0,103.0
0.5,16,10,4,24576,51145.3798,0.1386,25572.620600000002,25572.620600000002,20099.0,18032.0,2067.0
0.5,16,10,3,24576,60124.5477,0.0863,30062.2307,30062.2307,20097.0,18032.0,2065.0
0.5,16,10,2,24576,51243.0897,0.1909,25621.449399999998,25621.449399999998,20116.0,18000.0,2116.0
0.5,16,10,5,24576,51080.2483,0.1036,25540.07235,25540.07235,20056.0,17968.0,2088.0
0.5,16,10,1,24576,51282.1075,0.2551,25640.926199999998,25640.926199999998,20159.0,18032.0,2127.0
0.5,16,10,6,24576,60061.7408,641.42,29710.1604,29710.1604,19949.0,17824.0,2125.0
0.5,16,10,16,12288,60069.2204,641.4369,29713.89175,29713.89175,6103.0,5424.0,679.0
0.5,16,10,11,12288,866.3094,0.0444,433.1325,433.1325,6106.0,5504.0,602.0
0.5,16,10,15,12288,1511.1508,0.0101,755.57035,755.57035,6105.0,5504.0,601.0
0.5,16,10,14,12288,51219.0736,0.1557,25609.45895,25609.45895,6106.0,5504.0,602.0
0.5,16,10,10,12288,51223.8551,0.1728,25611.84115,25611.84115,6105.0,5504.0,601.0
0.5,16,10,7,24576,51138.3666,0.1217,25569.12245,25569.12245,19928.0,17792.0,2136.0
0.5,16,10,9,12288,60046.8979,641.403,29702.747450000003,29702.747450000003,6105.0,5504.0,601.0
0.5,8,1,2,24576,311.6394,0.0203,155.80955,155.80955,840.0,0.0,840.0
0.5,8,1,6,12288,397.2998,0.0066,198.6466,198.6466,840.0,832.0,8.0
0.5,8,1,8,12288,80.5549,0.0378,40.25855,40.25855,50.0,0.0,50.0
0.5,8,1,1,24576,396.43,0.0226,198.2037,198.2037,636.0,0.0,636.0
0.5,8,1,4,24576,335.6118,0.0361,167.78785000000002,167.78785000000002,243.0,0.0,243.0
0.5,8,1,3,24576,332.4369,0.0271,166.20489999999998,166.20489999999998,243.0,240.0,3.0
0.5,8,1,7,12288,304.4614,0.014,152.2237,152.2237,50.0,48.0,2.0
0.5,8,1,5,12288,303.2793,0.0075,151.6359,151.6359,69.0,0.0,69.0
0.5,8,2,4,24576,1671.3262,0.0177,835.6542499999999,835.6542499999999,2549.0,240.0,2309.0
0.5,8,2,7,12288,3614.6483,0.0322,1807.3080499999999,1807.3080499999999,703.0,48.0,655.0
0.5,8,2,8,12288,3624.4887,0.05,1812.2193499999998,1812.2193499999998,704.0,48.0,656.0
0.5,8,2,1,24576,3622.2212,0.0691,1811.07605,1811.07605,2732.0,624.0,2108.0
0.5,8,2,3,24576,855.3836,0.0238,427.6799,427.6799,2549.0,240.0,2309.0
0.5,8,2,5,12288,1675.881,0.0073,837.93685,837.93685,831.0,64.0,767.0
0.5,8,2,2,24576,3612.2511,0.0151,1806.118,1806.118,2947.0,832.0,2115.0
0.5,8,2,6,12288,3635.8427,0.0935,1817.8746,1817.8746,1386.0,832.0,554.0
0.5,8,3,1,24576,7376.1338,0.0154,3688.0591999999997,3688.0591999999997,4867.0,2720.0,2147.0
0.5,8,3,5,12288,7401.8011,0.0761,3700.8624999999997,3700.8624999999997,1471.0,816.0,655.0
0.5,8,3,6,12288,2374.0866,0.0133,1187.03665,1187.03665,2031.0,1376.0,655.0
0.5,8,3,7,12288,2376.1176,0.0067,1188.05545,1188.05545,1481.0,688.0,793.0
0.5,8,3,8,12288,2394.8895,0.0229,1197.4333000000001,1197.4333000000001,1481.0,704.0,777.0
0.5,8,3,2,24576,1758.9184,0.0331,879.44265,879.44265,5029.0,2944.0,2085.0
0.5,8,3,3,24576,7403.494,0.0519,3701.7210499999997,3701.7210499999997,4865.0,2544.0,2321.0
0.5,8,3,4,24576,7378.5142,0.0335,3689.24035,3689.24035,4866.0,2544.0,2322.0
0.5,8,4,2,24576,10596.1153,0.0158,5298.04975,5298.04975,7275.0,5024.0,2251.0
0.5,8,4,1,24576,10622.6718,0.033,5311.3194,5311.3194,6950.0,4864.0,2086.0
0.5,8,4,4,24576,10649.1928,0.0942,5324.549300000001,5324.549300000001,6926.0,4864.0,2062.0
0.5,8,4,6,12288,463.4276,0.0389,231.69435,231.69435,2575.0,2016.0,559.0
0.5,8,4,5,12288,1078.1363,0.007,539.0646499999999,539.0646499999999,2343.0,1472.0,871.0
0.5,8,4,3,24576,10625.154,0.0505,5312.5517500000005,5312.5517500000005,6925.0,4864.0,2061.0
0.5,8,4,7,12288,1093.7945,0.0174,546.88855,546.88855,2232.0,1472.0,760.0
0.5,8,4,8,12288,10651.6529,0.0693,5325.7918,5325.7918,2232.0,1472.0,760.0
0.5,8,5,2,24576,13477.6424,0.0522,6738.7951,6738.7951,9352.0,7264.0,2088.0
0.5,8,5,3,24576,4145.4253,0.0243,2072.7005,2072.7005,8994.0,6912.0,2082.0
0.5,8,5,8,12288,4130.8449,0.0142,2065.41535,2065.41535,2830.0,2224.0,606.0
0.5,8,5,6,12288,525.9443,0.0473,262.9485,262.9485,3100.0,2560.0,540.0
0.5,8,5,7,12288,13461.2725,0.0335,6730.6195,6730.6195,2829.0,2224.0,605.0
0.5,8,5,4,24576,13484.9888,0.0764,6742.4562,6742.4562,8994.0,6928.0,2066.0
0.5,8,5,1,24576,13455.4215,0.0158,6727.702850000001,6727.702850000001,9045.0,6944.0,2101.0
0.5,8,5,5,12288,4134.4673,0.0072,2067.23005,2067.23005,3029.0,2336.0,693.0
0.5,8,6,4,24576,17983.6597,0.095,8991.78235,8991.78235,11311.0,8992.0,2319.0
0.5,8,6,5,12288,5250.7343,0.0086,2625.36285,2625.36285,3759.0,3024.0,735.0
0.5,8,6,2,24576,17951.2887,0.037,8975.62585,8975.62585,11477.0,9344.0,2133.0
0.5,8,6,1,24576,17920.6027,0.0165,8960.293099999999,8960.293099999999,11195.0,9040.0,2155.0
0.5,8,6,3,24576,4410.0287,0.0455,2204.9916,2204.9916,11311.0,8992.0,2319.0
0.5,8,6,6,12288,5254.5669,0.0206,2627.27315,2627.27315,3671.0,3088.0,583.0
0.5,8,6,7,12288,17958.9779,0.0551,8979.4614,8979.4614,3487.0,2816.0,671.0
0.5,8,6,8,12288,17990.4054,0.125,8995.1402,8995.1402,3488.0,2816.0,672.0
0.5,8,7,4,24576,21756.4294,0.047,10878.191200000001,10878.191200000001,13641.0,11312.0,2329.0
0.5,8,7,2,24576,21628.8452,0.0089,10814.41815,10814.41815,13658.0,11472.0,2186.0
0.5,8,7,1,24576,21691.7485,0.0275,10845.8605,10845.8605,13358.0,11184.0,2174.0
0.5,8,7,3,24576,21787.5814,0.0574,10893.761999999999,10893.761999999999,13642.0,11312.0,2330.0
0.5,8,7,7,12288,21799.1334,0.0712,10899.5311,10899.5311,4091.0,3472.0,619.0
0.5,8,7,5,12288,610.1058,0.0487,305.02855,305.02855,4293.0,3760.0,533.0
0.5,8,7,6,12288,21754.847,0.037,10877.405,10877.405,4381.0,3664.0,717.0
0.5,8,7,8,12288,21687.0027,0.0183,10843.4922,10843.4922,4093.0,3488.0,605.0
0.5,8,8,4,24576,26321.8607,0.0851,13160.8878,13160.8878,15978.0,13648.0,2330.0
0.5,8,8,8,12288,833.3614,0.026,416.6677,416.6677,4849.0,4080.0,769.0
0.5,8,8,1,24576,26355.9575,0.1048,13177.92635,13177.92635,15895.0,13360.0,2535.0
0.5,8,8,2,24576,26364.9388,0.1292,13182.4048,13182.4048,15731.0,13648.0,2083.0
0.5,8,8,5,12288,26326.0605,0.0676,13162.99645,13162.99645,4910.0,4288.0,622.0
0.5,8,8,6,12288,26299.0384,0.0334,13149.5025,13149.5025,4981.0,4368.0,613.0
0.5,8,8,7,12288,26303.742,0.0506,13151.8457,13151.8457,4847.0,4080.0,767.0
0.5,8,8,3,24576,26264.6321,0.016,13132.30805,13132.30805,15979.0,13648.0,2331.0
0.5,8,9,1,24576,27719.8574,0.0157,13859.92085,13859.92085,18030.0,15888.0,2142.0
0.5,8,9,2,24576,27774.5835,0.0499,13887.2668,13887.2668,18010.0,15728.0,2282.0
0.5,8,9,5,12288,27813.8731,0.068,13906.90255,13906.90255,5667.0,4912.0,755.0
0.5,8,9,8,12288,27818.5211,0.0892,13909.215950000002,13909.215950000002,5506.0,4848.0,658.0
0.5,8,9,3,24576,27847.0556,0.1064,13923.4746,13923.4746,18036.0,15984.0,2052.0
0.5,8,9,6,12288,27769.7756,0.0323,13884.871650000001,13884.871650000001,5522.0,4976.0,546.0
0.5,8,9,7,12288,27843.4831,0.0969,13921.6931,13921.6931,5504.0,4848.0,656.0
0.5,8,9,4,24576,6288.0154,0.0305,3143.99245,3143.99245,18035.0,15984.0,2051.0
0.5,8,10,2,24576,23696.6473,0.1285,11848.2594,11848.2594,20119.0,20048.0,71.0
0.5,8,10,1,24576,23588.2193,0.0493,11794.085000000001,11794.085000000001,20157.0,18032.0,2125.0
0.5,8,10,4,24576,23648.3372,0.0841,11824.12655,11824.12655,20097.0,18032.0,2065.0
0.5,8,10,8,12288,870.8962,0.0282,435.434,435.434,6106.0,5504.0,602.0
0.5,8,10,7,12288,23538.499,0.0155,11769.24175,11769.24175,6104.0,5504.0,600.0
0.5,8,10,3,24576,23544.3589,0.0322,11772.163349999999,11772.163349999999,20098.0,18032.0,2066.0
0.5,8,10,5,12288,23597.1445,0.0664,11798.53905,11798.53905,6234.0,5664.0,570.0
0.5,8,10,6,12288,23643.814,0.1034,11821.8553,11821.8553,6124.0,5520.0,604.0
0.5,32,1,7,24576,575.0329,0.2367,287.3981,287.3981,50.0,48.0,2.0
0.5,32,1,32,12288,608.4823,0.1604,304.16095,304.16095,53.0,48.0,5.0
0.5,32,1,23,12288,582.6342,0.2513,291.19145,291.19145,47.0,32.0,15.0
0.5,32,1,21,12288,219.9503,0.0226,109.96385,109.96385,47.0,32.0,15.0
0.5,32,1,28,12288,198.7748,0.0116,99.3816,99.3816,586.0,0.0,586.0
0.5,32,1,20,12288,626.9802,0.374,313.3031,313.3031,47.0,32.0,15.0
0.5,32,1,29,12288,587.1101,0.2811,293.4145,293.4145,53.0,0.0,53.0
0.5,32,1,31,12288,579.7222,0.1915,289.76535,289.76535,53.0,48.0,5.0
0.5,32,1,30,12288,595.4285,0.2216,297.60345,297.60345,53.0,48.0,5.0
0.5,32,1,19,12288,617.2271,0.2962,308.46545,308.46545,47.0,32.0,15.0
0.5,32,1,26,12288,550.7143,0.0874,275.31345,275.31345,47.0,32.0,15.0
0.5,32,1,16,24576,573.3298,0.1312,286.59929999999997,286.59929999999997,47.0,32.0,15.0
0.5,32,1,10,24576,566.0202,0.1168,282.9517,282.9517,50.0,48.0,2.0
0.5,32,1,18,12288,544.2798,0.0145,272.13265,272.13265,47.0,32.0,15.0
0.5,32,1,22,12288,632.39,0.3948,315.9976,315.9976,47.0,32.0,15.0
0.5,32,1,2,24576,614.2286,0.326,306.9513,306.9513,840.0,0.0,840.0
0.5,32,1,27,12288,633.1272,0.3574,316.3849,316.3849,905.0,0.0,905.0
0.5,32,1,13,24576,537.2791,0.0435,268.6178,268.6178,50.0,48.0,2.0
0.5,32,1,15,24576,546.8207,0.0729,273.3739,273.3739,49.0,48.0,1.0
0.5,32,1,14,24576,258.5138,0.0273,129.24325,129.24325,50.0,48.0,2.0
0.5,32,1,8,24576,125.3557,0.0291,62.6633,62.6633,50.0,0.0,50.0
0.5,32,1,5,24576,554.4799,0.1021,277.18890000000005,277.18890000000005,69.0,0.0,69.0
0.5,32,1,1,24576,596.7532,0.266,298.2436,298.2436,636.0,0.0,636.0
0.5,32,1,12,24576,541.3953,0.0291,270.6831,270.6831,50.0,48.0,2.0
0.5,32,1,9,24576,591.0654,0.177,295.44419999999997,295.44419999999997,50.0,48.0,2.0
0.5,32,1,4,24576,575.8073,0.2064,287.80045,287.80045,243.0,0.0,243.0
0.5,32,1,6,24576,617.9154,0.1457,308.88485,308.88485,840.0,832.0,8.0
0.5,32,1,3,24576,540.5506,0.0584,270.2461,270.2461,243.0,240.0,3.0
0.5,32,1,11,24576,627.9066,0.3419,313.78235,313.78235,50.0,48.0,2.0
0.5,32,1,25,12288,203.9912,0.0101,101.99055,101.99055,47.0,32.0,15.0
0.5,32,1,24,12288,244.9766,0.0372,122.46969999999999,122.46969999999999,47.0,0.0,47.0
0.5,32,1,17,12288,590.3558,0.3109,295.02245000000005,295.02245000000005,47.0,32.0,15.0
0.5,32,2,13,24576,2449.1494,0.0258,1224.5618,1224.5618,2240.0,48.0,2192.0
0.5,32,2,22,12288,13051.4642,6474.1023,3288.6809500000004,3288.6809500000004,613.0,48.0,565.0
0.5,32,2,31,12288,7411.6684,0.2903,3705.68905,3705.68905,810.0,48.0,762.0
0.5,32,2,18,12288,7412.2084,0.3069,3705.9507500000004,3705.9507500000004,613.0,48.0,565.0
0.5,32,2,28,12288,7439.0156,0.394,3719.3107999999997,3719.3107999999997,1684.0,576.0,1108.0
0.5,32,2,26,12288,2436.5205,0.0064,1218.25705,1218.25705,613.0,48.0,565.0
0.5,32,2,32,12288,11763.3203,1453.6179,5154.8512,5154.8512,811.0,48.0,763.0
0.5,32,2,29,12288,11763.8239,1453.702,5155.06095,5155.06095,811.0,48.0,763.0
0.5,32,2,23,12288,2444.955,0.019,1222.468,1222.468,612.0,48.0,564.0
0.5,32,2,25,12288,11757.9633,1453.6344,5152.16445,5152.16445,612.0,48.0,564.0
0.5,32,2,27,12288,11766.9865,1453.6857,5156.6504,5156.6504,1737.0,896.0,841.0
0.5,32,2,17,12288,11747.4258,1453.6018,5146.912,5146.912,612.0,48.0,564.0
0.5,32,2,6,24576,7437.1418,0.4307,3718.35555,3718.35555,2922.0,832.0,2090.0
0.5,32,2,19,12288,11785.864,0.274,5892.795,5892.795,612.0,48.0,564.0
0.5,32,2,21,12288,11737.0889,1453.5612,5141.76385,5141.76385,613.0,48.0,565.0
0.5,32,2,24,12288,7432.1839,0.375,3715.90445,3715.90445,613.0,48.0,565.0
0.5,32,2,2,24576,1012.8271,0.0431,506.392,506.392,2947.0,832.0,2115.0
0.5,32,2,5,24576,11772.3241,1453.7184,5159.30285,5159.30285,2367.0,64.0,2303.0
0.5,32,2,8,24576,11761.5114,1453.6508,5153.9303,5153.9303,2240.0,48.0,2192.0
0.5,32,2,11,24576,11772.5032,1453.7349,5159.38415,5159.38415,2240.0,48.0,2192.0
0.5,32,2,14,24576,2433.937,0.0127,1216.9621499999998,1216.9621499999998,2240.0,48.0,2192.0
0.5,32,2,1,24576,7443.9962,0.4541,3721.77105,3721.77105,2732.0,624.0,2108.0
0.5,32,2,10,24576,7431.569,0.3578,3715.6056000000003,3715.6056000000003,2240.0,48.0,2192.0
0.5,32,2,15,24576,13046.3075,6474.0856,3286.1109500000002,3286.1109500000002,2239.0,48.0,2191.0
0.5,32,2,12,24576,7414.8103,0.3411,3707.2346000000002,3707.2346000000002,2240.0,48.0,2192.0
0.5,32,2,16,24576,11745.9427,1453.5448,5146.19895,5146.19895,2149.0,48.0,2101.0
0.5,32,2,3,24576,7445.4761,0.4119,3722.5321,3722.5321,2542.0,240.0,2302.0
0.5,32,2,9,24576,13056.5578,1453.5284,5801.514700000001,5801.514700000001,2240.0,48.0,2192.0
0.5,32,2,4,24576,11740.978,1453.5778,5143.7001,5143.7001,2549.0,240.0,2309.0
0.5,32,2,7,24576,7417.4124,0.324,3708.5442000000003,3708.5442000000003,2240.0,48.0,2192.0
0.5,32,2,30,12288,11761.4244,1453.6675,5153.87845,5153.87845,812.0,48.0,764.0
0.5,32,2,20,12288,2459.9878,0.036,1229.9759,1229.9759,612.0,32.0,580.0
0.5,32,3,10,24576,20487.6406,0.2856,10243.6775,10243.6775,4554.0,2240.0,2314.0
0.5,32,3,11,24576,20430.9504,383.6158,10023.667300000001,10023.667300000001,4554.0,2240.0,2314.0
0.5,32,3,27,12288,10046.9453,0.3706,5023.28735,5023.28735,2258.0,1728.0,530.0
0.5,32,3,28,12288,10042.8473,0.3534,5021.24695,5021.24695,2203.0,1680.0,523.0
0.5,32,3,21,12288,323.239,0.0263,161.60635,161.60635,1269.0,608.0,661.0
0.5,32,3,18,12288,10020.107,0.3027,5009.90215,5009.90215,1269.0,608.0,661.0
0.5,32,3,17,12288,20481.123,383.72,10048.7015,10048.7015,1268.0,608.0,660.0
0.5,32,3,29,12288,10016.7346,0.3196,5008.2074999999995,5008.2074999999995,1571.0,800.0,771.0
0.5,32,3,23,12288,10070.5801,0.4247,5035.0777,5035.0777,1268.0,608.0,660.0
0.5,32,3,26,12288,687.2574,0.007,343.6252,343.6252,1269.0,608.0,661.0
0.5,32,3,25,12288,10071.347,0.4425,5035.45225,5035.45225,1268.0,608.0,660.0
0.5,32,3,3,24576,10075.9568,0.4609,5037.74795,5037.74795,4859.0,2528.0,2331.0
0.5,32,3,2,24576,28355.0356,383.5825,13985.72655,13985.72655,5029.0,2944.0,2085.0
0.5,32,3,22,12288,20447.8791,383.652,10032.11355,10032.11355,1269.0,608.0,661.0
0.5,32,3,15,24576,20427.2319,383.5992,10021.81635,10021.81635,4553.0,2224.0,2329.0
0.5,32,3,31,12288,20464.3138,383.6689,10040.32245,10040.32245,1569.0,800.0,769.0
0.5,32,3,20,12288,10040.5339,0.3364,5020.09875,5020.09875,1268.0,608.0,660.0
0.5,32,3,7,24576,10045.7482,0.3904,5022.6789,5022.6789,4553.0,2240.0,2313.0
0.5,32,3,8,24576,10080.4768,0.4801,5039.99835,5039.99835,4554.0,2240.0,2314.0
0.5,32,3,19,12288,28324.1262,9793.6645,9265.23085,9265.23085,1268.0,608.0,660.0
0.5,32,3,4,24576,28312.8425,9793.6313,9259.605599999999,9259.605599999999,4865.0,2544.0,2321.0
0.5,32,3,24,12288,28344.7214,9793.7139,9275.50375,9275.50375,1269.0,608.0,661.0
0.5,32,3,9,24576,28322.0957,9793.6811,9264.207300000002,9264.207300000002,4553.0,2240.0,2313.0
0.5,32,3,16,24576,20477.5678,383.7027,10046.93255,10046.93255,4341.0,2144.0,2197.0
0.5,32,3,13,24576,10051.8162,0.4078,5025.704199999999,5025.704199999999,4553.0,2240.0,2313.0
0.5,32,3,14,24576,10099.2496,0.5034,5049.3731,5049.3731,4552.0,2240.0,2312.0
0.5,32,3,30,12288,28315.3268,9793.648,9260.8394,9260.8394,1572.0,800.0,772.0
0.5,32,3,5,24576,20442.0521,383.6326,10029.20975,10029.20975,4543.0,2352.0,2191.0
0.5,32,3,12,24576,28338.9102,9793.6975,9272.606349999998,9272.606349999998,4554.0,2240.0,2314.0
0.5,32,3,32,12288,707.6167,0.0168,353.79995,353.79995,1569.0,800.0,769.0
0.5,32,3,1,24576,28358.3835,9793.7305,9282.3265,9282.3265,4868.0,2720.0,2148.0
0.5,32,3,6,24576,20462.4312,383.6859,10039.37265,10039.37265,5103.0,2912.0,2191.0
0.5,32,4,1,24576,33419.0427,2901.4215,15258.810599999999,15258.810599999999,6952.0,4864.0,2088.0
0.5,32,4,18,12288,3317.6494,0.0153,1658.8170499999999,1658.8170499999999,2004.0,1264.0,740.0
0.5,32,4,28,12288,3312.6615,0.0075,1656.327,1656.327,2724.0,2192.0,532.0
0.5,32,4,26,12288,17998.0337,0.3042,8998.86475,8998.86475,2004.0,1264.0,740.0
0.5,32,4,17,12288,18066.8062,0.4481,9033.179049999999,9033.179049999999,2003.0,1264.0,739.0
0.5,32,4,25,12288,18053.9764,0.3942,9026.7911,9026.7911,2003.0,1264.0,739.0
0.5,32,4,24,12288,33463.814,2901.4719,15281.171049999999,15281.171049999999,2004.0,1264.0,740.0
0.5,32,4,30,12288,18019.5708,0.3393,9009.61575,9009.61575,2170.0,1568.0,602.0
0.5,32,4,19,12288,33477.115,2901.5241,15287.79545,15287.79545,2003.0,1264.0,739.0
0.5,32,4,22,12288,33467.5212,2901.4907,15283.015250000002,15283.015250000002,2004.0,1264.0,740.0
0.5,32,4,31,12288,42732.8495,17695.5657,12518.641899999999,12518.641899999999,2168.0,1568.0,600.0
0.5,32,4,27,12288,42733.6818,17695.5823,12519.04975,12519.04975,2861.0,2256.0,605.0
0.5,32,4,23,12288,42742.937,17695.599,12523.669,12523.669,2003.0,1264.0,739.0
0.5,32,4,32,12288,18038.0324,0.3567,9018.83785,9018.83785,2168.0,1568.0,600.0
0.5,32,4,20,12288,18039.0105,0.3741,9019.3182,9019.3182,2003.0,1264.0,739.0
0.5,32,4,10,24576,3325.9812,0.0256,1662.9778000000001,1662.9778000000001,6840.0,4544.0,2296.0
0.5,32,4,4,24576,33498.6668,2901.5408,15298.563,15298.563,6925.0,4864.0,2061.0
0.5,32,4,13,24576,18019.5914,0.3218,9009.6348,9009.6348,6840.0,4544.0,2296.0
0.5,32,4,9,24576,42711.8335,17695.5318,12508.15085,12508.15085,6839.0,4544.0,2295.0
0.5,32,4,7,24576,33437.6346,2901.455,15268.089799999998,15268.089799999998,6840.0,4544.0,2296.0
0.5,32,4,11,24576,33524.9915,0.2866,16762.35245,16762.35245,6839.0,4544.0,2295.0
0.5,32,4,2,24576,18048.6078,0.4127,9024.09755,9024.09755,7274.0,5024.0,2250.0
0.5,32,4,5,24576,18077.4147,0.4671,9038.4738,9038.4738,6951.0,4544.0,2407.0
0.5,32,4,14,24576,42761.9475,2901.4045,19930.271500000003,19930.271500000003,6839.0,4544.0,2295.0
0.5,32,4,3,24576,33472.263,2901.5076,15285.3777,15285.3777,6918.0,4848.0,2070.0
0.5,32,4,8,24576,33439.7552,2901.4382,15269.1585,15269.1585,6841.0,4544.0,2297.0
0.5,32,4,12,24576,42716.2268,17695.5488,12510.338999999998,12510.338999999998,6841.0,4544.0,2297.0
0.5,32,4,6,24576,18066.7382,0.43,9033.1541,9033.1541,7183.0,5088.0,2095.0
0.5,32,4,16,24576,42747.58,17695.6159,12525.98205,12525.98205,6612.0,4336.0,2276.0
0.5,32,4,15,24576,18083.077,0.4911,9041.292950000001,9041.292950000001,6840.0,4544.0,2296.0
0.5,32,4,29,12288,429.7222,0.0432,214.8395,214.8395,2170.0,1568.0,602.0
0.5,32,4,21,12288,33494.6773,2901.5575,15296.559900000002,15296.559900000002,2004.0,1264.0,740.0
0.5,32,5,3,24576,54548.3488,665.7267,26941.31105,26941.31105,8987.0,6912.0,2075.0
0.5,32,5,15,24576,24133.9184,0.4671,12066.725649999998,12066.725649999998,8974.0,6832.0,2142.0
0.5,32,5,25,12288,24130.8938,0.4873,12065.20325,12065.20325,2709.0,2000.0,709.0
0.5,32,5,32,12288,43652.4441,665.7777,21493.3332,21493.3332,2745.0,2160.0,585.0
0.5,32,5,24,12288,3980.9257,0.0176,1990.4540499999998,1990.4540499999998,2710.0,2000.0,710.0
0.5,32,5,31,12288,24122.5066,0.4489,12061.02885,12061.02885,2745.0,2160.0,585.0
0.5,32,5,20,12288,43736.5069,665.899,21535.30395,21535.30395,2709.0,2000.0,709.0
0.5,32,5,27,12288,24054.5447,0.4127,12027.065999999999,12027.065999999999,3393.0,2848.0,545.0
0.5,32,5,26,12288,54540.1678,20869.8542,16835.1568,16835.1568,2710.0,2000.0,710.0
0.5,32,5,30,12288,43648.2514,665.7606,21491.2454,21491.2454,2747.0,2160.0,587.0
0.5,32,5,13,24576,43618.25,665.7439,21476.25305,21476.25305,8974.0,6832.0,2142.0
0.5,32,5,21,12288,43790.047,0.3078,21894.869599999998,21894.869599999998,2710.0,2000.0,710.0
0.5,32,5,7,24576,43693.4869,665.8301,21513.828400000002,21513.828400000002,8974.0,6832.0,2142.0
0.5,32,5,12,24576,54506.8016,20869.8376,16818.482,16818.482,8975.0,6832.0,2143.0
0.5,32,5,17,12288,43741.492,665.8818,21537.805099999998,21537.805099999998,2709.0,2000.0,709.0
0.5,32,5,10,24576,54498.481,20869.8205,16814.33025,16814.33025,8974.0,6832.0,2142.0
0.5,32,5,9,24576,24010.8809,0.3422,12005.26935,12005.26935,8972.0,6832.0,2140.0
0.5,32,5,18,12288,43789.9443,665.916,21562.014150000003,21562.014150000003,2709.0,2000.0,709.0
0.5,32,5,11,24576,24056.6888,0.3951,12028.14685,12028.14685,8973.0,6832.0,2141.0
0.5,32,5,8,24576,54474.2801,20869.8037,16802.2382,16802.2382,8975.0,6832.0,2143.0
0.5,32,5,28,12288,24039.149,0.3762,12019.386400000001,12019.386400000001,3279.0,2720.0,559.0
0.5,32,5,5,24576,43730.1713,665.8645,21532.1534,21532.1534,9173.0,6944.0,2229.0
0.5,32,5,22,12288,24119.9758,0.4312,12059.7723,12059.7723,2710.0,2000.0,710.0
0.5,32,5,19,12288,3953.7426,0.0074,1976.8676,1976.8676,2708.0,2000.0,708.0
0.5,32,5,23,12288,54539.2732,20869.8717,16834.700750000004,16834.700750000004,2709.0,2000.0,709.0
0.5,32,5,29,12288,43669.3073,665.811,21501.74815,21501.74815,2747.0,2160.0,587.0
0.5,32,5,4,24576,24033.287,0.3591,12016.46395,12016.46395,8992.0,6928.0,2064.0
0.5,32,5,6,24576,24008.5737,0.3254,12004.12415,12004.12415,9243.0,7168.0,2075.0
0.5,32,5,1,24576,43663.6607,665.7944,21498.93315,21498.93315,9048.0,6944.0,2104.0
0.5,32,5,2,24576,3320.4758,0.0549,1660.21045,1660.21045,9351.0,7264.0,2087.0
0.5,32,5,16,24576,24158.0931,0.5126,12078.79025,12078.79025,8854.0,6608.0,2246.0
0.5,32,5,14,24576,43700.715,665.8472,21517.4339,21517.4339,8973.0,6832.0,2141.0
0.5,32,6,1,24576,51649.8875,57.7446,25796.07145,25796.07145,11198.0,9040.0,2158.0
0.5,32,6,23,12288,24433.6138,0.4705,12216.57165,12216.57165,3388.0,2704.0,684.0
0.5,32,6,16,24576,24284.9834,0.3164,12142.3335,12142.3335,11069.0,8848.0,2221.0
0.5,32,6,8,24576,51573.2276,57.6767,25757.775449999997,25757.775449999997,11169.0,8960.0,2209.0
0.5,32,6,6,24576,68340.6471,23880.6985,22229.9743,22229.9743,11350.0,9232.0,2118.0
0.5,32,6,20,12288,24366.582,0.3859,12183.098049999999,12183.098049999999,3388.0,2704.0,684.0
0.5,32,6,11,24576,51619.043,57.7112,25780.6659,25780.6659,11167.0,8960.0,2207.0
0.5,32,6,17,12288,24460.8684,0.4889,12230.18975,12230.18975,3388.0,2704.0,684.0
0.5,32,6,9,24576,24425.8635,0.4532,12212.70515,12212.70515,11165.0,8960.0,2205.0
0.5,32,6,12,24576,24311.6786,0.3501,12155.66425,12155.66425,11169.0,8960.0,2209.0
0.5,32,6,10,24576,51680.5237,57.7612,25811.38125,25811.38125,11167.0,8960.0,2207.0
0.5,32,6,29,12288,51724.3364,57.7946,25833.2709,25833.2709,3404.0,2736.0,668.0
0.5,32,6,7,24576,68391.9335,23880.7481,22255.5927,22255.5927,11168.0,8960.0,2208.0
0.5,32,6,27,12288,51687.6864,57.7777,25814.95435,25814.95435,3975.0,3392.0,583.0
0.5,32,6,3,24576,24364.3282,0.4025,12181.96285,12181.96285,11305.0,8976.0,2329.0
0.5,32,6,21,12288,68398.7693,23880.7646,22259.002350000002,22259.002350000002,3389.0,2704.0,685.0
0.5,32,6,18,12288,24284.048,0.3332,12141.857399999999,12141.857399999999,3388.0,2704.0,684.0
0.5,32,6,13,24576,24390.2185,0.4364,12194.89105,12194.89105,11168.0,8960.0,2208.0
