exp_label,turn_index,tenant_id,group_label,input_tokens,prefix_hit_tokens,prefix_hit_rate,kv_history_tokens,resident_kv_mib,computation_tokens,prefill_ms,batch_total_computation_tokens,batch_total_resident_kv_mib,batch_pressure_ratio,estimated_prefill_rounds_ratio,joint_compute_x_pressure,joint_compute_x_rounds,compute_over_hit_ratio,context_plus_compute
exp1,3,11,Group1,2027.0,1216.0,0.5999013320177602,1763.0,55.09375,811.0,552.6058,27649.0,1548.9375,1.51263427734375,3.3751220703125,1226.7463989257812,2737.2239990234375,0.6669407894736842,2574.0
exp1,3,17,Group2,936.0,528.0,0.5641025641025641,794.0,24.8125,408.0,6025.204,27649.0,1548.9375,1.51263427734375,3.3751220703125,617.15478515625,1377.0498046875,0.7727272727272727,1202.0
exp1,3,5,Group1,1477.0,320.0,0.2166553825321598,1351.0,42.21875,1157.0,6063.6622,27649.0,1548.9375,1.51263427734375,3.3751220703125,1750.1178588867188,3905.0162353515625,3.615625,2508.0
exp1,3,16,Group1,1529.0,1120.0,0.7325049051667757,1387.0,43.34375,409.0,5932.2238,27649.0,1548.9375,1.51263427734375,3.3751220703125,618.6674194335938,1380.4249267578125,0.3651785714285714,1796.0
exp1,3,24,Group2,853.0,480.0,0.5627198124267292,711.0,22.21875,373.0,5912.502799999999,27649.0,1548.9375,1.51263427734375,3.3751220703125,564.2125854492188,1258.9205322265625,0.7770833333333333,1084.0
exp1,3,6,Group1,2210.0,1040.0,0.47058823529411764,2079.0,64.96875,1170.0,9480.990099999999,27649.0,1548.9375,1.51263427734375,3.3751220703125,1769.7821044921875,3948.892822265625,1.125,3249.0
exp1,3,15,Group1,1360.0,224.0,0.16470588235294117,1096.0,34.25,1136.0,6015.5302,27649.0,1548.9375,1.51263427734375,3.3751220703125,1718.3525390625,3834.138671875,5.071428571428571,2232.0
exp1,3,20,Group2,1431.0,256.0,0.17889587700908455,1289.0,40.28125,1175.0,6002.1541,27649.0,1548.9375,1.51263427734375,3.3751220703125,1777.3452758789062,3965.7684326171875,4.58984375,2464.0
exp1,3,13,Group1,2002.0,704.0,0.3516483516483517,1738.0,54.3125,1298.0,5962.288500000001,27649.0,1548.9375,1.51263427734375,3.3751220703125,1963.3992919921875,4380.908447265625,1.84375,3036.0
exp1,3,21,Group2,2293.0,1120.0,0.48844308765808986,2151.0,67.21875,1173.0,5920.7169,27649.0,1548.9375,1.51263427734375,3.3751220703125,1774.3200073242188,3959.0181884765625,1.0473214285714285,3324.0
exp1,3,2,Group1,1178.0,992.0,0.8421052631578947,1146.0,35.8125,186.0,5977.753500000001,27649.0,1548.9375,1.51263427734375,3.3751220703125,281.3499755859375,627.772705078125,0.1875,1332.0
exp1,3,32,Group2,2595.0,1312.0,0.505587668593449,2349.0,73.40625,1283.0,9521.866,27649.0,1548.9375,1.51263427734375,3.3751220703125,1940.7097778320312,4330.2816162109375,0.9778963414634146,3632.0
exp1,3,12,Group1,1750.0,448.0,0.256,1486.0,46.4375,1302.0,5991.741099999999,27649.0,1548.9375,1.51263427734375,3.3751220703125,1969.4498291015625,4394.408935546875,2.90625,2788.0
exp1,3,9,Group1,1900.0,608.0,0.32,1636.0,51.125,1292.0,9144.5969,27649.0,1548.9375,1.51263427734375,3.3751220703125,1954.323486328125,4360.65771484375,2.125,2928.0
exp1,3,4,Group1,2158.0,896.0,0.4151992585727525,1891.0,59.09375,1262.0,9480.9458,27649.0,1548.9375,1.51263427734375,3.3751220703125,1908.9444580078125,4259.404052734375,1.4084821428571428,3153.0
exp1,3,19,Group2,400.0,128.0,0.32,258.0,8.0625,272.0,5925.8598999999995,27649.0,1548.9375,1.51263427734375,3.3751220703125,411.4365234375,918.033203125,2.125,530.0
exp1,3,18,Group2,667.0,272.0,0.4077961019490255,525.0,16.40625,395.0,204.53000000000003,27649.0,1548.9375,1.51263427734375,3.3751220703125,597.4905395507812,1333.1732177734375,1.4522058823529411,920.0
exp1,3,23,Group2,793.0,448.0,0.5649432534678437,651.0,20.34375,345.0,6037.5405,27649.0,1548.9375,1.51263427734375,3.3751220703125,521.8588256835938,1164.4171142578125,0.7700892857142857,996.0
exp1,3,10,Group1,1115.0,752.0,0.6744394618834081,851.0,26.59375,363.0,6018.8703000000005,27649.0,1548.9375,1.51263427734375,3.3751220703125,549.0862426757812,1225.1693115234375,0.48271276595744683,1214.0
exp1,3,30,Group2,2594.0,1312.0,0.5057825751734772,2348.0,73.375,1282.0,9148.391,27649.0,1548.9375,1.51263427734375,3.3751220703125,1939.1971435546875,4326.906494140625,0.9771341463414634,3630.0
exp1,3,31,Group2,2595.0,1312.0,0.505587668593449,2349.0,73.40625,1283.0,5997.5228,27649.0,1548.9375,1.51263427734375,3.3751220703125,1940.7097778320312,4330.2816162109375,0.9778963414634146,3632.0
exp1,3,8,Group1,2506.0,1216.0,0.4852354349561053,2242.0,70.0625,1290.0,6032.965999999999,27649.0,1548.9375,1.51263427734375,3.3751220703125,1951.2982177734375,4353.907470703125,1.0608552631578947,3532.0
exp1,3,27,Group2,3282.0,2240.0,0.6825106642291285,3275.0,102.34375,1042.0,5988.906199999999,27649.0,1548.9375,1.51263427734375,3.3751220703125,1576.1649169921875,3516.877197265625,0.46517857142857144,4317.0
exp1,3,14,Group1,1783.0,480.0,0.269209197980931,1519.0,47.46875,1303.0,9133.6688,27649.0,1548.9375,1.51263427734375,3.3751220703125,1970.9624633789062,4397.7840576171875,2.714583333333333,2822.0
exp1,3,25,Group2,2293.0,1120.0,0.48844308765808986,2151.0,67.21875,1173.0,9133.3372,27649.0,1548.9375,1.51263427734375,3.3751220703125,1774.3200073242188,3959.0181884765625,1.0473214285714285,3324.0
exp1,3,1,Group1,946.0,768.0,0.8118393234672304,860.0,26.875,178.0,5911.156,27649.0,1548.9375,1.51263427734375,3.3751220703125,269.2489013671875,600.771728515625,0.23177083333333334,1038.0
exp1,3,7,Group1,1122.0,784.0,0.6987522281639929,858.0,26.8125,338.0,9138.4889,27649.0,1548.9375,1.51263427734375,3.3751220703125,511.2703857421875,1140.791259765625,0.43112244897959184,1196.0
exp1,3,28,Group2,1844.0,1552.0,0.841648590021692,1839.0,57.46875,292.0,9137.8897,27649.0,1548.9375,1.51263427734375,3.3751220703125,441.689208984375,985.53564453125,0.18814432989690721,2131.0
exp1,3,29,Group2,623.0,352.0,0.565008025682183,377.0,11.78125,271.0,5960.220899999999,27649.0,1548.9375,1.51263427734375,3.3751220703125,409.92388916015625,914.6580810546875,0.7698863636363636,648.0
exp1,4,32,Group2,3706.0,2592.0,0.6994063680518079,3621.0,113.15625,1114.0,14513.8403,31562.0,2536.96875,2.477508544921875,3.852783203125,2759.9445190429688,4292.00048828125,0.42978395061728397,4735.0
exp1,4,20,Group2,2151.0,1424.0,0.6620176662017666,1931.0,60.34375,727.0,473.86109999999996,31562.0,2536.96875,2.477508544921875,3.852783203125,1801.1487121582031,2800.973388671875,0.5105337078651685,2658.0
exp1,4,4,Group1,3194.0,2160.0,0.6762680025046963,3184.0,99.5,1034.0,14490.743999999999,31562.0,2536.96875,2.477508544921875,3.852783203125,2561.7438354492188,3983.77783203125,0.4787037037037037,4218.0
exp1,4,26,Group2,2551.0,2032.0,0.7965503724029792,2331.0,72.84375,519.0,9768.341300000002,31562.0,2536.96875,2.477508544921875,3.852783203125,1285.8269348144531,1999.594482421875,0.25541338582677164,2850.0
exp1,4,17,Group2,1567.0,928.0,0.5922144224633057,1347.0,42.09375,639.0,9750.340699999999,31562.0,2536.96875,2.477508544921875,3.852783203125,1583.1279602050781,2461.928466796875,0.6885775862068966,1986.0
exp1,4,25,Group2,3540.0,2288.0,0.6463276836158192,3320.0,103.75,1252.0,14534.8277,31562.0,2536.96875,2.477508544921875,3.852783203125,3101.8406982421875,4823.6845703125,0.5472027972027972,4572.0
exp1,4,22,Group2,2751.0,2288.0,0.831697564521992,2531.0,79.09375,463.0,9798.5083,31562.0,2536.96875,2.477508544921875,3.852783203125,1147.0864562988281,1783.838623046875,0.20236013986013987,2994.0
exp1,4,16,Group1,1830.0,1520.0,0.8306010928961749,1610.0,50.3125,310.0,9736.195,31562.0,2536.96875,2.477508544921875,3.852783203125,768.0276489257812,1194.36279296875,0.20394736842105263,1920.0
exp1,4,2,Group1,2400.0,1168.0,0.4866666666666667,2204.0,68.875,1232.0,14530.7752,31562.0,2536.96875,2.477508544921875,3.852783203125,3052.29052734375,4746.62890625,1.0547945205479452,3436.0
exp1,4,27,Group2,4397.0,3280.0,0.7459631566977485,4308.0,134.625,1117.0,9843.564099999998,31562.0,2536.96875,2.477508544921875,3.852783203125,2767.3770446777344,4303.558837890625,0.3405487804878049,5425.0
exp1,4,21,Group2,3540.0,2288.0,0.6463276836158192,3320.0,103.75,1252.0,9782.070000000002,31562.0,2536.96875,2.477508544921875,3.852783203125,3101.8406982421875,4823.6845703125,0.5472027972027972,4572.0
exp1,4,15,Group1,2596.0,1360.0,0.5238828967642527,2359.0,73.71875,1236.0,14498.6462,31562.0,2536.96875,2.477508544921875,3.852783203125,3062.2005615234375,4762.0400390625,0.9088235294117647,3595.0
exp1,4,28,Group2,2039.0,1840.0,0.9024031387935263,2032.0,63.5,199.0,14549.7495,31562.0,2536.96875,2.477508544921875,3.852783203125,493.0242004394531,766.703857421875,0.10815217391304348,2231.0
exp1,4,10,Group1,2378.0,1104.0,0.464255677039529,2141.0,66.90625,1274.0,1477.9280999999996,31562.0,2536.96875,2.477508544921875,3.852783203125,3156.3458862304688,4908.44580078125,1.1539855072463767,3415.0
exp1,4,11,Group1,3290.0,2016.0,0.6127659574468085,3053.0,95.40625,1274.0,14516.0797,31562.0,2536.96875,2.477508544921875,3.852783203125,3156.3458862304688,4908.44580078125,0.6319444444444444,4327.0
exp1,4,12,Group1,3013.0,1744.0,0.5788250912711583,2776.0,86.75,1269.0,9764.0824,31562.0,2536.96875,2.477508544921875,3.852783203125,3143.9583435058594,4889.181884765625,0.7276376146788991,4045.0
exp1,4,5,Group1,2860.0,1472.0,0.5146853146853146,2502.0,78.1875,1388.0,14538.542099999999,31562.0,2536.96875,2.477508544921875,3.852783203125,3438.7818603515625,5347.6630859375,0.9429347826086957,3890.0
