exp_label,turn_index,tenant_id,group_label,prefill_ms,computation_tokens,first_token_ts,rank_in_batch,delay_from_earliest_first_token_ms,delta_from_prev_delay_ms
exp1,5,28,Group2,13674.580600000001,1032.0,132063.67769679998,27,13553.450899984455,1.6709999763406813
exp1,5,27,Group2,13539.2066,1045.0,132063.54193920002,9,13417.693300027167,10465.523600025335
exp1,5,30,Group2,13705.8058,17.0,132063.7091745,29,13584.928600001149,7.318399992072955
exp1,5,25,Group2,13673.2263,48.0,132063.6760258,26,13551.779900008114,5.08050000644289
exp1,6,9,Group1,14079.9413,1170.0,132074.0810873,10,13741.656300000614,4.764600016642362
exp1,6,30,Group2,14141.038400000001,40.0,132074.14437229998,16,13804.941299982602,6.263799994485453
exp1,6,16,Group1,14058.609400000001,507.0,132074.0604129,7,13720.98189999815,2.4791999894659966
exp1,6,20,Group2,14046.838000000002,43.0,132074.0489997,5,13709.568699996453,4.05069999396801
exp1,6,22,Group2,20081.8358,87.0,132080.0840798,23,19744.648799998686,4.465000005438924
exp1,6,28,Group2,14152.632699999998,1039.0,132074.15578129998,17,13816.350299981423,11.408999998820946
exp1,6,13,Group1,20078.295400000003,1184.0,132080.0796148,22,19740.183799993247,5866.377199999988
exp1,6,24,Group2,14135.389099999999,1036.0,132074.1381085,15,13798.677499988116,13.850299990735948
exp1,6,4,Group1,14182.7542,1295.0,132074.18354919998,20,13844.118199980585,5.86259996634908
exp1,6,32,Group2,20173.2113,777.0,132080.176543,24,19837.112000008347,92.4632000096608
exp1,6,10,Group1,14075.090900000001,1172.0,132074.07632269998,9,13736.891699983971,2.8947999817319214
exp1,6,23,Group2,14110.159899999999,61.0,132074.1127203,12,13773.289300006581,4.547200020169839
exp1,6,31,Group2,14209.7217,1044.0,132074.2132376,21,13873.806599993259,29.68840001267381
exp1,6,18,Group2,14106.0984,1031.0,132074.1081731,11,13768.742099986412,27.085799985798076
exp1,6,1,Group1,339.3003,283.0,132060.339431,1,0.0,0.0
exp1,6,25,Group2,14034.5815,74.0,132074.0372292,3,13697.798200009856,13257.616100017913
exp1,6,6,Group1,14072.610499999999,1095.0,132074.0734279,8,13733.99690000224,13.015000004088506
exp1,6,27,Group2,14174.6076,1036.0,132074.17768660001,19,13838.255600014236,20.089700032258406
exp1,6,29,Group2,776.7043,1038.0,132060.7796131,2,440.1820999919437,440.1820999919437
exp1,6,15,Group1,14043.2734,1170.0,132074.044949,4,13705.518000002485,7.719799992628396
exp1,6,7,Group1,14120.9872,1185.0,132074.1219766,13,13782.545599999139,9.256299992557615
exp1,6,14,Group1,14056.344099999998,1182.0,132074.0579337,6,13718.502700008685,8.93400001223199
exp1,6,2,Group1,14123.7528,1104.0,132074.1242582,14,13784.82719999738,2.2815999982412905
exp1,6,17,Group2,14155.5332,1033.0,132074.15759689998,18,13818.165899981977,1.8156000005546957
exp1,7,11,Group1,17302.2056,1122.0,132087.3035436,6,16206.17879999918,7.061499985866249
exp1,7,20,Group2,1956.7342,41.0,132071.9587528,3,861.3880000193603,8.671099989442155
exp1,7,1,Group1,17423.1874,345.0,132087.4237361,18,16326.371300005121,18.587600003229454
exp1,7,30,Group2,17387.5256,46.0,132087.3909214,15,16293.55659999419,2.806699980283156
exp1,7,31,Group2,17369.3701,1036.0,132087.3728284,13,16275.463600002695,7.593499991344288
exp1,7,14,Group1,17327.166699999998,1131.0,132087.3288559,9,16231.491100013955,2.9175000090617687
exp1,7,9,Group1,17363.994000000002,1118.0,132087.3652349,12,16267.87010001135,16.26960001885891
exp1,7,3,Group1,17295.961200000005,1314.0,132087.2964821,5,16199.117300013313,23.595000006025657
exp1,7,8,Group1,25592.852,1128.0,132095.5938359,22,24496.471100021154,8146.55470001162
exp1,7,4,Group1,17446.3708,1306.0,132087.4472812,21,16349.916400009533,5.539900012081489
exp1,7,25,Group2,17270.183500000003,1042.0,132087.2728871,4,16175.522300007287,15314.134299987927
exp1,7,32,Group2,17384.5384,381.0,132087.3881147,14,16290.749900013907,15.286300011212006
exp1,7,17,Group2,1095.63,1040.0,132071.0973648,1,0.0,0.0
exp1,7,21,Group2,1947.9741000000001,1040.0,132071.95008170002,2,852.7169000299182,852.7169000299182
exp1,7,18,Group2,17338.946699999997,1037.0,132087.3410532,10,16243.688400019892,12.197300005936995
exp1,7,29,Group2,17322.766100000004,1028.0,132087.3259384,8,16228.573600004893,18.720499996561557
exp1,7,10,Group1,17347.641699999996,1121.0,132087.34896529999,11,16251.600499992492,7.912099972600117
exp1,7,7,Group1,17440.554700000004,1117.0,132087.4417413,20,16344.376499997452,14.984099980210885
exp1,7,13,Group1,17403.4178,1117.0,132087.4051485,17,16307.783700001892,1.7864999826997519
