turn_index,sample_count,mean_blocking_ms,p95_blocking_ms,p99_blocking_ms,mean_prefill_ms,p95_prefill_ms,p99_prefill_ms,mean_remaining_ttft_ms,mean_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_input_tokens,mean_output_tokens,mean_kv_history_tokens,mean_computation_tokens,prefix_hit_rate,total_input_tokens,total_kv_history_tokens,mean_total_resident_kv_gib_per_exp,mean_total_request_kv_gib_per_exp,resident_blocks_required,request_blocks_required,kv_block_capacity,kv_token_capacity,kv_gib_capacity
1,96,0.12699375,0.2447,0.2565,992.0849874999999,1114.5866,1116.5958999999998,3.552713678800501e-14,992.2119812499999,1114.8313,1116.8524000000002,109.0625,510.90625,0.0,63.5625,0.4171919770773639,10470.0,0.0,0.0,0.10650634765625,0.0,654.375,2048,32768,1.0
2,96,0.13039375000000006,0.3161,0.3358,2471.4752656249993,3193.6728,3202.9170000000004,7.194245199571014e-14,2471.6056593749995,3193.9889,3203.2167,692.03125,709.59375,620.21875,589.03125,0.14883720930232558,66435.0,59541.0,0.605682373046875,0.675811767578125,3721.3125,4152.1875,2048,32768,1.0
3,96,111.68914687499996,713.727,713.7433,5191.695374999999,7439.321499999999,8161.531800000001,3.197442310920451e-13,5303.384521874998,8153.0318,8161.6304,1511.9375,708.125,1402.09375,826.4375,0.4533917572650986,145146.0,134601.0,1.369232177734375,1.47650146484375,8412.5625,9071.625,2048,32768,1.0
4,96,69.85329375000002,742.8982,742.9185,8533.851615625,12191.4819,12224.9818,3.481659405224491e-13,8603.704909374997,12220.0253,12225.0669,2316.71875,812.90625,2220.5,811.71875,0.6496256828758347,222405.0,213168.0,2.16845703125,2.262420654296875,13323.0,13900.3125,2048,32768,1.0
5,96,284.858571875,1301.3844,1301.4008,11632.984343750004,15701.001599999998,17004.7462,4.689582056016661e-13,11917.84291562499,17002.4024,17004.8786,3171.75,784.15625,3130.1875,861.75,0.7283045637266493,304488.0,300498.0,3.05682373046875,3.097412109375,18781.125,19030.5,2048,32768,1.0
6,96,548.7202031250004,2925.5435,2925.561,14809.470531250001,19163.6369,22093.4856,1.2789769243681803e-13,15358.190734375006,22089.1979,22093.605200000005,4035.59375,786.125,3956.5,870.59375,0.7842712116401707,387417.0,379824.0,3.86376953125,3.941009521484375,23739.0,24213.5625,2048,32768,1.0
7,96,0.10712812500000003,0.2866,0.3117,18833.219931249994,26180.1645,26188.1344,5.684341886080801e-13,18833.327059374995,26180.4511,26188.4461,4885.96875,801.6875,4822.1875,854.96875,0.8250155099743526,469053.0,462930.0,4.70916748046875,4.771453857421875,28933.125,29315.8125,2048,32768,1.0
