exp_label,group_label,turn_index,filtered_batch_size,batch_total_input_tokens,batch_total_prefix_hit_tokens,batch_total_computation_tokens,batch_prefix_hit_rate,batch_mean_prefill_ms,batch_mean_prefill_per_input_token_ms,fit_prefill_from_compute_ms,fit_prefill_no_hit_ms,estimated_prefix_hit_gain_ms
exp1,Group1,2,5,12215.0,1216.0,10999.0,0.09954973393368809,9413.168665996636,0.7706237139579727,26771.363714564435,27141.858076854984,17728.689410858347
exp1,Group2,2,10,7797.0,1008.0,6789.0,0.12928049249711426,8234.325664099015,1.0560889655122503,25488.648858278902,25795.76918491449,17561.443520815475
exp1,Group1,3,7,32450.0,16576.0,15874.0,0.5108166409861326,18770.79250129256,0.5784527735375211,28256.692675227612,33307.11582434614,14536.32332305358
exp1,Group2,3,6,9154.0,5104.0,4050.0,0.5575704610006554,19112.61240033976,2.0878973563840684,24654.122494533993,26209.223830990373,7096.611430650613
exp1,Group1,4,7,47885.0,31808.0,16077.0,0.6642581184086874,31833.857682566824,0.6647981138679508,28318.543296563945,38009.89582595355,6176.038143386726
exp1,Group2,4,4,8016.0,5056.0,2960.0,0.6307385229540918,28183.387206747284,3.5158916176081942,24322.01817307289,25862.494732070434,-2320.89247467685
exp1,Group1,5,1,8975.0,6832.0,2143.0,0.7612256267409471,28484.428669005865,3.1737524979393723,24073.09227340893,26154.685598383458,-2329.7430706224077
exp1,Group1,6,4,44714.0,35760.0,8954.0,0.7997495191662567,41982.99343700637,0.9389227856377504,26148.287258245215,37043.74646507911,-4939.246971927263
exp1,Group2,6,3,10181.0,4720.0,5461.0,0.46360868284058543,41982.99343700637,4.12366107818548,25084.030015251068,26522.133132036746,-15460.860304969625
exp1,Group1,7,6,80028.0,44560.0,35468.0,0.556805118208627,32350.673520665925,0.4042419343313081,34226.64870707054,47803.317114691294,15452.643594025369
exp1,Group2,7,10,40801.0,432.0,40369.0,0.010587975784907232,31315.70111690089,0.7675228822063404,35719.89942219059,35851.52241932013,4535.821302419237
exp1,Group1,8,14,219777.0,109584.0,110193.0,0.4986145047024939,58545.30280642731,0.2663850303099383,56994.07569897944,90382.4426375053,31837.13983107799
exp1,Group2,8,11,51423.0,432.0,50991.0,0.008400910098594014,31585.67897745392,0.6142325219737067,38956.240800685824,39087.86379781536,7502.184820361435
exp1,Group1,9,12,214150.0,32688.0,181462.0,0.1526406724258697,54823.89833858421,0.2560069966779557,78708.51871385204,88667.99216332033,33844.09382473613
exp1,Group2,9,10,54279.0,14288.0,39991.0,0.26323255771108534,45790.251554897986,0.8436089750160833,35604.729299702245,39958.03805661619,-5832.213498281795
exp1,Group1,10,15,299832.0,88960.0,210872.0,0.2966994850449585,105460.29403333379,0.3517312829629052,87669.24173602724,114773.8292930726,9313.535259738812
exp1,Group2,10,10,60878.0,384.0,60494.0,0.006307697361936988,54977.43518000207,0.9030755803410438,41851.64205467191,41968.64027434261,-13008.794905659459
exp2,Group1,2,5,12215.0,1216.0,10999.0,0.09954973393368809,9413.168665996636,0.7706237139579727,26771.363714564435,27141.858076854984,17728.689410858347
exp2,Group2,2,10,7797.0,1008.0,6789.0,0.12928049249711426,8234.325664099015,1.0560889655122503,25488.648858278902,25795.76918491449,17561.443520815475
exp2,Group1,3,7,32450.0,16576.0,15874.0,0.5108166409861326,18770.79250129256,0.5784527735375211,28256.692675227612,33307.11582434614,14536.32332305358
exp2,Group2,3,6,9154.0,5104.0,4050.0,0.5575704610006554,19112.61240033976,2.0878973563840684,24654.122494533993,26209.223830990373,7096.611430650613
exp2,Group1,4,7,47885.0,31808.0,16077.0,0.6642581184086874,31833.857682566824,0.6647981138679508,28318.543296563945,38009.89582595355,6176.038143386726
exp2,Group2,4,4,8016.0,5056.0,2960.0,0.6307385229540918,28183.387206747284,3.5158916176081942,24322.01817307289,25862.494732070434,-2320.89247467685
exp2,Group1,5,1,8975.0,6832.0,2143.0,0.7612256267409471,28484.428669005865,3.1737524979393723,24073.09227340893,26154.685598383458,-2329.7430706224077
exp2,Group1,6,4,44714.0,35760.0,8954.0,0.7997495191662567,41982.99343700637,0.9389227856377504,26148.287258245215,37043.74646507911,-4939.246971927263
exp2,Group2,6,3,10181.0,4720.0,5461.0,0.46360868284058543,41982.99343700637,4.12366107818548,25084.030015251068,26522.133132036746,-15460.860304969625
exp2,Group1,7,6,80028.0,44560.0,35468.0,0.556805118208627,32350.673520665925,0.4042419343313081,34226.64870707054,47803.317114691294,15452.643594025369
exp2,Group2,7,10,40801.0,432.0,40369.0,0.010587975784907232,31315.70111690089,0.7675228822063404,35719.89942219059,35851.52241932013,4535.821302419237
exp2,Group1,8,14,219777.0,109584.0,110193.0,0.4986145047024939,58545.30280642731,0.2663850303099383,56994.07569897944,90382.4426375053,31837.13983107799
exp2,Group2,8,11,51423.0,432.0,50991.0,0.008400910098594014,31585.67897745392,0.6142325219737067,38956.240800685824,39087.86379781536,7502.184820361435
exp2,Group1,9,12,214150.0,32688.0,181462.0,0.1526406724258697,54823.89833858421,0.2560069966779557,78708.51871385204,88667.99216332033,33844.09382473613
exp2,Group2,9,10,54279.0,14288.0,39991.0,0.26323255771108534,45790.251554897986,0.8436089750160833,35604.729299702245,39958.03805661619,-5832.213498281795
exp2,Group1,10,15,299832.0,88960.0,210872.0,0.2966994850449585,105460.29403333379,0.3517312829629052,87669.24173602724,114773.8292930726,9313.535259738812
exp2,Group2,10,10,60878.0,384.0,60494.0,0.006307697361936988,54977.43518000207,0.9030755803410438,41851.64205467191,41968.64027434261,-13008.794905659459
exp3,Group1,2,5,12215.0,1216.0,10999.0,0.09954973393368809,9413.168665996636,0.7706237139579727,26771.363714564435,27141.858076854984,17728.689410858347
exp3,Group2,2,10,7797.0,1008.0,6789.0,0.12928049249711426,8234.325664099015,1.0560889655122503,25488.648858278902,25795.76918491449,17561.443520815475
exp3,Group1,3,7,32450.0,16576.0,15874.0,0.5108166409861326,18770.79250129256,0.5784527735375211,28256.692675227612,33307.11582434614,14536.32332305358
exp3,Group2,3,6,9154.0,5104.0,4050.0,0.5575704610006554,19112.61240033976,2.0878973563840684,24654.122494533993,26209.223830990373,7096.611430650613
exp3,Group1,4,7,47885.0,31808.0,16077.0,0.6642581184086874,31833.857682566824,0.6647981138679508,28318.543296563945,38009.89582595355,6176.038143386726
exp3,Group2,4,4,8016.0,5056.0,2960.0,0.6307385229540918,28183.387206747284,3.5158916176081942,24322.01817307289,25862.494732070434,-2320.89247467685
exp3,Group1,5,1,8975.0,6832.0,2143.0,0.7612256267409471,28484.428669005865,3.1737524979393723,24073.09227340893,26154.685598383458,-2329.7430706224077
exp3,Group1,6,4,44714.0,35760.0,8954.0,0.7997495191662567,41982.99343700637,0.9389227856377504,26148.287258245215,37043.74646507911,-4939.246971927263
exp3,Group2,6,3,10181.0,4720.0,5461.0,0.46360868284058543,41982.99343700637,4.12366107818548,25084.030015251068,26522.133132036746,-15460.860304969625
exp3,Group1,7,6,80028.0,44560.0,35468.0,0.556805118208627,32350.673520665925,0.4042419343313081,34226.64870707054,47803.317114691294,15452.643594025369
exp3,Group2,7,10,40801.0,432.0,40369.0,0.010587975784907232,31315.70111690089,0.7675228822063404,35719.89942219059,35851.52241932013,4535.821302419237
exp3,Group1,8,14,219777.0,109584.0,110193.0,0.4986145047024939,58545.30280642731,0.2663850303099383,56994.07569897944,90382.4426375053,31837.13983107799
exp3,Group2,8,11,51423.0,432.0,50991.0,0.008400910098594014,31585.67897745392,0.6142325219737067,38956.240800685824,39087.86379781536,7502.184820361435
exp3,Group1,9,12,214150.0,32688.0,181462.0,0.1526406724258697,54823.89833858421,0.2560069966779557,78708.51871385204,88667.99216332033,33844.09382473613
exp3,Group2,9,10,54279.0,14288.0,39991.0,0.26323255771108534,45790.251554897986,0.8436089750160833,35604.729299702245,39958.03805661619,-5832.213498281795
exp3,Group1,10,15,299832.0,88960.0,210872.0,0.2966994850449585,105460.29403333379,0.3517312829629052,87669.24173602724,114773.8292930726,9313.535259738812
exp3,Group2,10,10,60878.0,384.0,60494.0,0.006307697361936988,54977.43518000207,0.9030755803410438,41851.64205467191,41968.64027434261,-13008.794905659459
