exp_label,turn_index,tenant_id,group_label,blocking_ms,input_tokens,prefix_hit_tokens,prefix_hit_rate,computation_tokens,kv_history_tokens,prefill_ms,first_token_ts,rank_in_batch,rank_frac,delay_from_earliest_first_token_ms
exp1,7,7,Group1,0.1647,6585.0,5456.0,0.8285497342444951,1129.0,6494.0,15315.3493,132085.316214,4,0.16,14730.966799979797
exp1,7,17,Group2,0.3584,778.0,688.0,0.884318766066838,90.0,773.0,15417.5529,132085.4196113,15,0.6,14834.36409998103
exp1,7,12,Group1,0.3912,3403.0,3088.0,0.9074346165148398,315.0,3312.0,15429.537000000002,132085.4311282,17,0.68,14845.880999986548
exp1,7,28,Group2,0.0208,6198.0,5168.0,0.8338173604388512,1030.0,6193.0,1711.988,132071.7148088,3,0.12,1129.5615999842994
exp1,7,19,Group2,0.5192,5005.0,3968.0,0.7928071928071928,1037.0,5000.0,15492.885100000001,132085.4953043,24,0.96,14910.057100001723
exp1,7,6,Group1,0.4592,4663.0,3440.0,0.7377224962470512,1223.0,4467.0,15475.6273,132085.4766865,21,0.84,14891.439300001366
exp1,7,22,Group2,0.4426,3000.0,2960.0,0.9866666666666667,40.0,2995.0,15462.0474,132085.46469,19,0.76,14879.442799981916
exp1,7,31,Group2,0.4761,6190.0,5152.0,0.8323101777059774,1038.0,6184.0,15477.6209,132085.48119700002,22,0.88,14895.949800004018
exp1,7,16,Group1,0.342,3403.0,2656.0,0.7804878048780488,747.0,3290.0,15406.132899999999,132085.40807489998,14,0.56,14822.82769997255
exp1,7,18,Group2,0.2274,5459.0,4432.0,0.8118703059168346,1027.0,5454.0,15314.3322,132085.3163596,5,0.2,14731.112399982521
exp1,7,29,Group2,0.2598,1628.0,592.0,0.36363636363636365,1036.0,1623.0,15336.788899999998,132085.33994869998,10,0.4,14754.701499972725
exp1,7,5,Group1,0.2437,5663.0,4608.0,0.8137029842839484,1055.0,5644.0,15323.2237,132085.3239674,6,0.24,14738.720199995441
exp1,7,8,Group1,0.2765,5615.0,4496.0,0.8007123775601068,1119.0,5524.0,15340.2283,132085.3413048,11,0.44,14756.057599995984
exp1,7,9,Group1,0.1325,5387.0,4256.0,0.7900501206608502,1131.0,5296.0,23586.8283,132093.5878608,25,1.0,23002.61359999422
exp1,7,25,Group2,0.2929,2805.0,1776.0,0.6331550802139038,1029.0,2799.0,15335.1444,132085.3379373,9,0.36,14752.690099994652
exp1,7,14,Group1,0.4943,7165.0,6048.0,0.8441032798325192,1117.0,7074.0,15491.088,132085.4929823,23,0.92,14907.735099986894
exp1,7,3,Group1,0.4094,7494.0,6192.0,0.8262610088070457,1302.0,7213.0,15435.5615,132085.4362709,18,0.72,14851.023700000951
exp1,7,10,Group1,0.3748,3848.0,2720.0,0.7068607068607069,1128.0,3757.0,15421.5342,132085.422909,16,0.64,14837.66179997474
exp1,7,20,Group2,0.1816,408.0,240.0,0.5882352941176471,168.0,403.0,15331.936300000001,132085.3341179,7,0.28,14748.870699986583
exp1,7,32,Group2,0.3255,1714.0,1664.0,0.970828471411902,50.0,1708.0,15399.6598,132085.4031853,13,0.52,14817.938099993626
exp1,8,25,Group2,0.2997,3836.0,2800.0,0.7299270072992701,1036.0,3830.0,19760.677,132099.7634767,8,0.36363636363636365,18763.2961999916
exp1,8,16,Group1,0.4366,3824.0,3392.0,0.8870292887029289,432.0,3744.0,19856.2418,132099.8582784,17,0.7727272727272727,18858.09789999621
exp1,8,12,Group1,0.0096,3807.0,3392.0,0.890990281061203,415.0,3565.0,1258.8474999999999,132081.2600571,2,0.09090909090909091,259.8766000010073
exp1,8,8,Group1,0.4198,6883.0,5600.0,0.8135987214877234,1283.0,6641.0,19849.1281,132099.8503479,16,0.7272727272727273,18850.16739999992
exp1,8,31,Group2,0.2163,7221.0,6192.0,0.8574989613626921,1029.0,7215.0,19711.6345,132099.7149508,4,0.18181818181818182,18714.77029999369
exp1,8,23,Group2,0.3677,1448.0,1408.0,0.9723756906077348,40.0,1442.0,19794.604699999996,132099.7972724,13,0.5909090909090909,18797.091899992665
exp1,8,7,Group1,0.5137,7853.0,6576.0,0.8373869858652744,1277.0,7611.0,19926.1571,132099.9273708,21,0.9545454545454546,18927.19029998989
exp1,8,5,Group1,0.3163,6792.0,5664.0,0.833922261484099,1128.0,6690.0,19774.737699999998,132099.775554,10,0.45454545454545453,18775.373499986017
exp1,8,3,Group1,0.4541,8806.0,7488.0,0.8503293209175562,1318.0,8519.0,19893.0561,132099.8938102,18,0.8181818181818182,18893.629700003657
exp1,8,18,Group2,0.2329,6489.0,6480.0,0.9986130374479889,9.0,6484.0,19728.7003,132099.7307332,5,0.22727272727272727,18730.552699998952
exp1,8,9,Group1,0.4899,6655.0,5376.0,0.8078136739293764,1279.0,6413.0,19921.7553,132099.9231452,20,0.9090909090909091,18922.96470000292
exp1,8,28,Group2,0.1804,7229.0,6192.0,0.856550006916586,1037.0,7224.0,29023.3291,132109.02630949998,22,1.0,28026.12899997621
exp1,8,21,Group2,0.4712,7225.0,6192.0,0.8570242214532872,1033.0,7220.0,19898.0052,132099.90057640002,19,0.8636363636363636,18900.395900011063
exp1,8,30,Group2,0.4031,7228.0,6192.0,0.8566685113447703,1036.0,7222.0,19831.3004,132099.8347035,15,0.6818181818181818,18834.522999997716
exp1,8,14,Group1,0.1995,8433.0,7152.0,0.848096762717894,1281.0,8191.0,19706.189099999996,132099.7077886,3,0.13636363636363635,18707.608099997742
exp1,8,4,Group1,0.386,5939.0,4624.0,0.7785822529045294,1315.0,5652.0,19827.027700000002,132099.8278137,14,0.6363636363636364,18827.633199980482
exp1,8,11,Group1,0.3505,8006.0,6736.0,0.8413689732700474,1270.0,7764.0,19788.5708,132099.7900213,12,0.5454545454545454,18789.84079998918
exp1,8,20,Group2,0.2659,442.0,400.0,0.9049773755656109,42.0,437.0,19737.613400000002,132099.7398793,7,0.3181818181818182,18739.698799996404
exp1,8,27,Group2,0.0393,4826.0,3792.0,0.7857438872772482,1034.0,4820.0,997.4412,132081.0001805,1,0.045454545454545456,0.0
exp1,8,24,Group2,0.3335,1113.0,976.0,0.8769092542677448,137.0,1104.0,19773.262,132099.7759955,11,0.5,18775.815000000875
exp1,8,1,Group1,0.2493,3065.0,2448.0,0.7986949429037521,617.0,2578.0,19735.9117,132099.736261,6,0.2727272727272727,18736.08050000621
exp1,8,32,Group2,0.2827,1750.0,1712.0,0.9782857142857143,38.0,1744.0,19763.1699,132099.7666526,9,0.4090909090909091,18766.472099989187
exp1,9,18,Group2,0.2147,7519.0,7504.0,0.9980050538635457,15.0,7514.0,21782.0857,132111.7841004,3,0.14285714285714285,20967.865499987965
exp1,9,1,Group1,0.2807,3699.0,3056.0,0.826169234928359,643.0,3614.0,21843.5603,132111.843941,8,0.38095238095238093,21027.706099994248
exp1,9,32,Group2,0.3316,1797.0,1744.0,0.9705063995548135,53.0,1791.0,21864.2567,132111.8677883,10,0.47619047619047616,21051.553400000557
exp1,9,29,Group2,0.05,3690.0,2656.0,0.7197831978319783,1034.0,3685.0,813.2849,132090.8162349,1,0.047619047619047616,0.0
exp1,9,6,Group1,0.3835,6831.0,5776.0,0.8455570194700629,1055.0,6803.0,21906.3011,132111.9072846,13,0.6190476190476191,21091.049699985888
exp1,9,15,Group1,0.3481,9069.0,7888.0,0.8697761605469181,1181.0,8926.0,21881.4784,132111.8833265,11,0.5238095238095238,21067.091600009007
exp1,9,20,Group2,0.3999,625.0,432.0,0.6912,193.0,620.0,21915.7191,132111.918119,15,0.7142857142857143,21101.8841000041
exp1,9,12,Group1,0.4677,4976.0,3808.0,0.7652733118971061,1168.0,4833.0,21963.8979,132111.9655656,19,0.9047619047619048,21149.33069999097
exp1,9,7,Group1,0.0158,9022.0,7840.0,0.8689869208601197,1182.0,8879.0,2565.3021000000003,132092.5660179,2,0.09523809523809523,1749.7830000065733
exp1,9,28,Group2,0.4503,8260.0,7216.0,0.8736077481840193,1044.0,8255.0,21946.5269,132111.94977719997,17,0.8095238095238095,21133.54229996912
exp1,9,11,Group1,0.3648,9175.0,8000.0,0.8719346049046321,1175.0,9032.0,21883.5307,132111.8849955,12,0.5714285714285714,21068.760599999223
exp1,9,22,Group2,0.3142,5065.0,4032.0,0.7960513326752221,1033.0,5058.0,21862.4265,132111.86494069998,9,0.42857142857142855,21048.705799970776
exp1,9,10,Group1,0.231,6285.0,5104.0,0.8120922832140016,1181.0,6142.0,21791.1731,132111.79240409998,4,0.19047619047619047,20976.16919997381
exp1,9,8,Group1,0.4165,8052.0,6880.0,0.8544461003477397,1172.0,7909.0,21910.2509,132111.9114674,14,0.6666666666666666,21095.2324999962
exp1,9,3,Group1,0.5106,9839.0,8800.0,0.8943998373818477,1039.0,9831.0,21994.096,132111.9949066,20,0.9523809523809523,21178.671700006817
exp1,9,27,Group2,0.2975,5858.0,4832.0,0.8248548992830318,1026.0,5852.0,21837.686200000004,132111.84068370002,7,0.3333333333333333,21024.448800017126
exp1,9,21,Group2,0.4863,8258.0,7216.0,0.8738193267134899,1042.0,8251.0,21959.4756,132111.9620619,18,0.8571428571428571,21145.82700000028
exp1,9,26,Group2,0.4335,3638.0,2608.0,0.7168774051676745,1030.0,3632.0,21944.5776,132111.9476111,16,0.7619047619047619,21131.376200006343
exp1,9,9,Group1,0.2473,7824.0,6640.0,0.8486707566462167,1184.0,7681.0,21807.3949,132111.80854220001,5,0.23809523809523808,20992.307300009998
exp1,9,31,Group2,0.2641,8250.0,7216.0,0.8746666666666667,1034.0,8244.0,21814.6211,132111.8179852,6,0.2857142857142857,21001.750299998093
exp1,9,25,Group2,0.1976,4867.0,3824.0,0.7856996096157798,1043.0,4861.0,35323.038,132125.3257356,21,1.0,34509.500699990895
exp1,10,14,Group1,0.501,10714.0,9600.0,0.8960238939705059,1114.0,10628.0,25993.7431,132125.9956441,22,0.9565217391304348,23818.315399985295
exp1,10,32,Group2,0.0259,1935.0,1792.0,0.9260981912144702,143.0,1929.0,3055.3550000000005,132103.05858090002,3,0.13043478260869565,881.2521999934688
exp1,10,7,Group1,0.2843,10134.0,9024.0,0.8904677323860273,1110.0,10048.0,25827.828400000002,132125.8288127,10,0.43478260869565216,23651.483999972697
exp1,10,6,Group1,0.4763,7946.0,6816.0,0.8577900830606594,1130.0,7857.0,25977.0642,132125.9781405,21,0.9130434782608695,23800.81179997069
exp1,10,26,Group2,0.3356,4670.0,3632.0,0.7777301927194861,1038.0,4664.0,25865.5252,132125.8684608,13,0.5652173913043478,23691.13209997886
exp1,10,13,Group1,0.1812,9666.0,8544.0,0.8839230291744258,1122.0,9580.0,25705.6911,132125.7071723,4,0.17391304347826086,23529.843599972082
exp1,10,27,Group2,0.2173,6890.0,5872.0,0.8522496371552976,1018.0,6884.0,25736.0527,132125.73897,6,0.2608695652173913,23561.641299980693
exp1,10,17,Group2,0.3014,1045.0,1008.0,0.9645933014354067,37.0,1040.0,25832.3533,132125.8343547,11,0.4782608695652174,23657.025999971665
exp1,10,12,Group1,0.4059,6088.0,4976.0,0.8173455978975033,1112.0,6002.0,25914.503699999997,132125.9161096,17,0.7391304347826086,23738.780899962876
exp1,10,2,Group1,0.2341,9103.0,8016.0,0.8805888168735582,1087.0,9043.0,25739.976599999998,132125.7404107,7,0.30434782608695654,23563.08199997875
exp1,10,18,Group2,0.2512,8549.0,8528.0,0.997543572347643,21.0,8544.0,25807.991799999996,132125.810043,9,0.391304347826087,23632.714299979853
exp1,10,19,Group2,0.2677,8098.0,7056.0,0.8713262533959002,1042.0,8090.0,25804.021099999998,132125.8061888,8,0.34782608695652173,23628.860099968733
exp1,10,3,Group1,0.3528,10877.0,9824.0,0.9031902178909625,1053.0,10866.0,25890.4011,132125.8910539,14,0.6086956521739131,23713.725199981127
exp1,10,20,Group2,0.2006,1206.0,624.0,0.5174129353233831,582.0,1201.0,25710.3379,132125.7125385,5,0.21739130434782608,23535.2097999712
exp1,10,1,Group1,0.4401,3872.0,3696.0,0.9545454545454546,176.0,3795.0,25947.860500000003,132125.9484006,18,0.782608695652174,23771.07189997332
exp1,10,29,Group2,0.0111,4728.0,3680.0,0.7783417935702199,1048.0,4716.0,2999.6125,132103.00252359998,2,0.08695652173913043,825.1948999532033
exp1,10,24,Group2,0.3702,1728.0,1392.0,0.8055555555555556,336.0,1722.0,25895.836000000003,132125.8986062,15,0.6521739130434783,23721.277499978896
exp1,10,15,Group1,0.0481,10181.0,9056.0,0.8895000491110893,1125.0,10095.0,2175.7806,132102.17732870003,1,0.043478260869565216,0.0
exp1,10,8,Group1,0.4577,9164.0,8048.0,0.8782191182889568,1116.0,9078.0,25969.3084,132125.9705661,20,0.8695652173913043,23793.23739997926
exp1,10,5,Group1,0.4228,9140.0,8064.0,0.8822757111597375,1076.0,9088.0,25950.6004,132125.9515232,19,0.8260869565217391,23774.19449997251
exp1,10,21,Group2,0.3187,9290.0,8256.0,0.8886975242195909,1034.0,9284.0,25860.495299999995,132125.86291400003,12,0.5217391304347826,23685.58530000155
exp1,10,31,Group2,0.1646,9281.0,8240.0,0.8878353625686887,1041.0,9275.0,38562.48559999999,132138.5657502,23,1.0,36388.42149998527
exp1,10,11,Group1,0.3892,10287.0,9168.0,0.8912219305920094,1119.0,10201.0,25906.509800000003,132125.907999,16,0.6956521739130435,23730.670299963094
exp2,1,30,Group2,0.0336,7.0,0.0,0.0,7.0,0.0,111.03030000000001,132010.1140639,1,0.03125,0.0
exp2,1,6,Group1,0.2559,840.0,832.0,0.9904761904761905,8.0,0.0,391.05,132010.3919059,26,0.8125,277.84200001042336
exp2,1,5,Group1,0.2735,69.0,0.0,0.0,69.0,0.0,421.28409999999997,132010.4220576,31,0.96875,307.99370000022464
exp2,1,9,Group1,0.1093,50.0,48.0,0.96,2.0,0.0,416.04010000000005,132010.4170494,30,0.9375,302.98550002044067
exp2,1,32,Group2,0.0192,7.0,0.0,0.0,7.0,0.0,282.8313,132010.2860505,7,0.21875,171.98660000576638
exp2,1,29,Group2,0.2065,6.0,0.0,0.0,6.0,0.0,378.0806,132010.3811871,22,0.6875,267.1231999993324
exp2,1,2,Group1,0.0386,840.0,0.0,0.0,840.0,0.0,315.6369,132010.3158755,13,0.40625,201.81160001084208
exp2,1,13,Group1,0.03,50.0,48.0,0.96,2.0,0.0,272.7278,132010.2740578,4,0.125,159.9939000152517
exp2,1,10,Group1,0.1721,50.0,48.0,0.96,2.0,0.0,389.971,132010.3911431,25,0.78125,277.0791999937501
exp2,1,25,Group2,0.0317,7.0,0.0,0.0,7.0,0.0,367.21469999999994,132010.3697464,19,0.59375,255.68250002106652
exp2,1,16,Group1,0.1565,47.0,0.0,0.0,47.0,0.0,382.4334,132010.38418989998,24,0.75,270.1259999885224
exp2,1,24,Group2,0.0783,7.0,0.0,0.0,7.0,0.0,380.8961,132010.3833744,23,0.71875,269.31050000712276
exp2,1,12,Group1,0.1407,50.0,48.0,0.96,2.0,0.0,374.4475,132010.3757882,21,0.65625,261.7243000131566
exp2,1,18,Group2,0.239,8.0,0.0,0.0,8.0,0.0,429.47599999999994,132010.431515,32,1.0,317.4511000106577
exp2,1,17,Group2,0.047,6.0,0.0,0.0,6.0,0.0,333.729,132010.335476,14,0.4375,221.4121000142768
exp2,1,19,Group2,0.0158,6.0,0.0,0.0,6.0,0.0,371.7923,132010.3737081,20,0.625,259.6442000067327
exp2,1,7,Group1,0.2953,50.0,48.0,0.96,2.0,0.0,410.8252,132010.4118205,29,0.90625,297.75660001905635
exp2,1,4,Group1,0.0627,243.0,240.0,0.9876543209876543,3.0,0.0,366.7912,132010.36725389998,17,0.53125,253.18999998853542
exp2,1,15,Group1,0.0938,49.0,48.0,0.9795918367346939,1.0,0.0,359.7189,132010.3613127,15,0.46875,247.24880000576377
exp2,1,26,Group2,0.0069,7.0,0.0,0.0,7.0,0.0,288.03110000000004,132010.290638,8,0.25,176.57410001265816
exp2,1,31,Group2,0.032,7.0,0.0,0.0,7.0,0.0,310.4676,132010.3135996,12,0.375,199.53569999779575
exp2,1,21,Group2,0.125,8.0,0.0,0.0,8.0,0.0,364.7505,132010.36697550002,16,0.5,252.91160002234392
exp2,1,3,Group1,0.0174,243.0,0.0,0.0,243.0,0.0,118.41329999999999,132010.11873070002,2,0.0625,4.666800028644502
exp2,1,23,Group2,0.0141,6.0,0.0,0.0,6.0,0.0,280.75870000000003,132010.2830728,6,0.1875,169.0089000039734
exp2,1,14,Group1,0.0661,50.0,48.0,0.96,2.0,0.0,297.9578,132010.2994239,11,0.34375,185.36000000312924
exp2,1,1,Group1,0.0471,636.0,0.0,0.0,636.0,0.0,369.3528,132010.3694999,18,0.5625,255.43600000673905
exp2,1,11,Group1,0.0257,50.0,0.0,0.0,50.0,0.0,293.92609999999996,132010.2950518,10,0.3125,180.98790000658482
exp2,1,27,Group2,0.1899,7.0,0.0,0.0,7.0,0.0,399.91459999999995,132010.40280450002,28,0.875,288.7406000227202
exp2,1,22,Group2,0.0086,7.0,0.0,0.0,7.0,0.0,132.5917,132010.1348003,3,0.09375,20.73640000890009
exp2,1,28,Group2,0.2228,15.0,0.0,0.0,15.0,0.0,390.0694,132010.39309219999,27,0.84375,279.0282999922056
exp2,1,20,Group2,0.0461,12.0,0.0,0.0,12.0,0.0,291.1295,132010.2931756,9,0.28125,179.11170001025312
exp2,1,8,Group1,0.0133,50.0,48.0,0.96,2.0,0.0,280.9971,132010.28181040002,5,0.15625,167.74650002480485
exp2,2,14,Group1,0.0981,1216.0,48.0,0.039473684210526314,1168.0,1076.0,3068.3167,132023.0698148,21,0.65625,2990.8054000115953
exp2,2,2,Group1,0.0329,1021.0,832.0,0.8148873653281097,189.0,964.0,1074.7439000000004,132021.0749768,9,0.28125,995.967400027439
exp2,2,24,Group2,0.1468,240.0,0.0,0.0,240.0,235.0,3053.6431000000002,132023.0561899,16,0.5,2977.18050002004
exp2,2,10,Group1,0.033,390.0,48.0,0.12307692307692308,342.0,250.0,3039.5424000000003,132023.0405754,11,0.34375,2961.566000012681
exp2,2,8,Group1,0.0064,233.0,48.0,0.20600858369098712,185.0,93.0,1103.1627,132021.10396910002,10,0.3125,1024.9597000365611
exp2,2,4,Group1,0.0126,968.0,240.0,0.24793388429752067,728.0,712.0,1063.7443,132021.06415689999,7,0.21875,985.1475000032224
exp2,2,5,Group1,0.2989,371.0,64.0,0.1725067385444744,307.0,123.0,3090.3767,132023.09117559998,27,0.84375,3012.166200001957
exp2,2,9,Group1,0.353,265.0,48.0,0.1811320754716981,217.0,125.0,3095.0454999999997,132023.09629850002,28,0.875,3017.289100040216
exp2,2,19,Group2,0.0817,353.0,0.0,0.0,353.0,348.0,3047.2359,132023.0492176,14,0.4375,2970.208200014895
exp2,2,26,Group2,0.0137,610.0,0.0,0.0,610.0,604.0,525.8601,132020.52847380002,2,0.0625,449.464400036959
exp2,2,13,Group1,0.2483,423.0,48.0,0.11347517730496454,375.0,283.0,3121.8779999999997,132023.1234263,31,0.96875,3044.4169000256807
exp2,2,3,Group1,0.0247,1525.0,240.0,0.15737704918032788,1285.0,1269.0,1067.9886000000001,132021.06831330003,8,0.25,989.3039000453427
exp2,2,22,Group2,0.0186,541.0,0.0,0.0,541.0,534.0,1052.3586,132021.05457719998,6,0.1875,975.5677999928594
exp2,2,27,Group2,0.0077,725.0,0.0,0.0,725.0,719.0,529.2571,132020.5319648,3,0.09375,452.9554000182543
exp2,2,21,Group2,0.0168,1039.0,0.0,0.0,1039.0,1034.0,3041.2706000000003,132023.04338740002,12,0.375,2964.378000033321
exp2,2,18,Group2,0.1799,304.0,0.0,0.0,304.0,299.0,3073.9433,132023.0759232,24,0.75,2996.9138000160456
exp2,2,11,Group1,0.1306,791.0,48.0,0.0606826801517067,743.0,651.0,3058.245,132023.0594756,17,0.53125,2980.466200009687
exp2,2,28,Group2,0.0206,1046.0,0.0,0.0,1046.0,1041.0,531.8739999999999,132020.53469459998,4,0.125,455.6851999950595
exp2,2,32,Group2,0.282,216.0,0.0,0.0,216.0,210.0,3133.3809,132023.13686290002,32,1.0,3057.853500038618
exp2,2,31,Group2,0.1141,1036.0,0.0,0.0,1036.0,1030.0,3070.2902000000004,132023.0735043,22,0.6875,2994.4949000200722
exp2,2,30,Group2,0.1632,1038.0,0.0,0.0,1038.0,1032.0,3060.8241000000003,132023.0639873,19,0.59375,2984.9779000214767
exp2,2,15,Group1,0.2653,683.0,48.0,0.07027818448023426,635.0,543.0,3110.0301,132023.1117954,30,0.9375,3032.786000025226
exp2,2,7,Group1,0.3339,686.0,48.0,0.06997084548104957,638.0,546.0,3078.2475999999997,132023.07928150002,25,0.78125,3000.2721000346355
exp2,2,6,Group1,0.0313,948.0,832.0,0.8776371308016878,116.0,916.0,565.0699,132020.5657012,5,0.15625,486.691800004337
exp2,2,17,Group2,0.316,437.0,0.0,0.0,437.0,432.0,3084.3446999999996,132023.0863607,26,0.8125,3007.351300009759
exp2,2,23,Group2,0.2314,1038.0,0.0,0.0,1038.0,1032.0,3071.7720999999997,132023.0743035,23,0.71875,2995.2941000228748
exp2,2,29,Group2,0.0486,182.0,0.0,0.0,182.0,175.0,76.0608,132020.07900939998,1,0.03125,0.0
exp2,2,20,Group2,0.0656,51.0,0.0,0.0,51.0,46.0,3048.3412000000003,132023.0504068,15,0.46875,2971.397400018759
exp2,2,12,Group1,0.3776,449.0,48.0,0.10690423162583519,401.0,309.0,3096.6875999999997,132023.0982652,29,0.90625,3019.2558000271674
exp2,2,1,Group1,0.1987,1563.0,624.0,0.39923224568138194,939.0,1517.0,3062.8841,132023.06318280002,18,0.5625,2984.173400036525
exp2,2,25,Group2,0.2149,245.0,0.0,0.0,245.0,239.0,3065.0586999999996,132023.0677736,20,0.625,2988.764200010337
exp2,2,16,Group1,0.0493,374.0,32.0,0.0855614973262032,342.0,322.0,3042.8498999999997,132023.04449919998,13,0.40625,2965.489800000796
exp2,3,30,Group2,0.0459,2070.0,1024.0,0.49468599033816424,1046.0,2064.0,6583.6817,132036.5867276,16,0.5,6149.901900003897
exp2,3,6,Group1,0.061,1085.0,944.0,0.8700460829493087,141.0,954.0,6578.538500000001,132036.5791995,14,0.4375,6142.3738000157755
exp2,3,29,Group2,0.0582,218.0,176.0,0.8073394495412844,42.0,213.0,2082.8624000000004,132032.08582059998,7,0.21875,1648.9948999951594
exp2,3,32,Group2,0.2178,1248.0,208.0,0.16666666666666666,1040.0,1242.0,6612.750800000001,132036.6161686,26,0.8125,6179.342900024494
exp2,3,16,Group1,0.167,590.0,368.0,0.6237288135593221,222.0,448.0,6592.0994,132036.59386639998,20,0.625,6157.040699996287
exp2,3,4,Group1,0.0914,1670.0,960.0,0.5748502994011976,710.0,1403.0,6591.426800000001,132036.5919182,19,0.59375,6155.092500004685
exp2,3,27,Group2,0.0157,1628.0,720.0,0.44226044226044225,908.0,1623.0,6573.7483,132036.576464,13,0.40625,6139.6383000246715
exp2,3,9,Group1,0.2329,1287.0,256.0,0.1989121989121989,1031.0,1023.0,6612.942899999999,132036.61407580003,25,0.78125,6177.2501000377815
exp2,3,8,Group1,0.1362,955.0,224.0,0.23455497382198953,731.0,691.0,6597.0288,132036.59796500002,21,0.65625,6161.139300034847
exp2,3,22,Group2,0.1853,1573.0,528.0,0.3356643356643357,1045.0,1567.0,6608.9681,132036.6113534,24,0.75,6174.527700000908
exp2,3,10,Group1,0.1621,896.0,384.0,0.42857142857142855,512.0,632.0,2098.265,132032.09942709998,10,0.3125,1662.601399992127
exp2,3,31,Group2,0.1515,2067.0,1024.0,0.4954039671020803,1043.0,2061.0,6599.017399999999,132036.6022689,22,0.6875,6165.443200006848
exp2,3,2,Group1,0.0126,1183.0,1008.0,0.8520710059171598,175.0,1151.0,2059.2001000000005,132032.0594127,2,0.0625,1622.5870000198483
exp2,3,21,Group2,0.0831,2072.0,1024.0,0.4942084942084942,1048.0,2065.0,2080.3479,132032.08253100002,6,0.1875,1645.7053000340238
exp2,3,13,Group1,0.279,1457.0,416.0,0.2855181880576527,1041.0,1193.0,6626.9125,132036.6284915,29,0.90625,6191.665800026385
exp2,3,18,Group2,0.0308,1335.0,304.0,0.22771535580524344,1031.0,1330.0,434.9949,132030.4368257,1,0.03125,0.0
exp2,3,14,Group1,0.0759,2505.0,1216.0,0.48542914171656687,1289.0,2241.0,6585.3993,132036.5868752,17,0.53125,6150.049500021851
exp2,3,3,Group1,0.2639,2817.0,1520.0,0.5395811146609869,1297.0,2550.0,6617.617,132036.61818090003,28,0.875,6181.355200038524
exp2,3,12,Group1,0.3126,784.0,448.0,0.5714285714285714,336.0,520.0,6638.4513,132036.6399639,31,0.96875,6203.1382000132
exp2,3,15,Group1,0.0958,1973.0,672.0,0.34059807399898634,1301.0,1709.0,2086.0774,132032.0876732,8,0.25,1650.8475000155158
exp2,3,11,Group1,0.071,2080.0,784.0,0.3769230769230769,1296.0,1816.0,2076.4044999999996,132032.0775755,5,0.15625,1640.7498000189662
exp2,3,7,Group1,0.1062,1976.0,672.0,0.340080971659919,1304.0,1712.0,6588.3737,132036.5891799,18,0.5625,6152.354200021364
exp2,3,5,Group1,0.3344,792.0,368.0,0.46464646464646464,424.0,667.0,6640.9277,132036.6417621,32,1.0,6204.936399997678
exp2,3,28,Group2,0.295,2075.0,1040.0,0.5012048192771085,1035.0,2070.0,6630.648699999999,132036.6337437,30,0.9375,6196.91800000146
exp2,3,19,Group2,0.1228,885.0,352.0,0.3977401129943503,533.0,880.0,2110.6178,132032.1126406,12,0.375,1675.814900023397
exp2,3,26,Group2,0.0455,1186.0,608.0,0.5126475548060708,578.0,1181.0,2066.4011,132032.0690466,3,0.09375,1632.2209000063594
exp2,3,24,Group2,0.1211,330.0,240.0,0.7272727272727273,90.0,324.0,6599.849099999999,132036.6023702,23,0.71875,6165.544500021497
exp2,3,23,Group2,0.1371,1079.0,1024.0,0.9490268767377201,55.0,1073.0,2107.2001,132032.1096372,11,0.34375,1672.8115000005346
exp2,3,20,Group2,0.0307,87.0,48.0,0.5517241379310345,39.0,82.0,6579.469300000001,132036.5815,15,0.46875,6144.674300012412
exp2,3,25,Group2,0.1087,358.0,240.0,0.6703910614525139,118.0,353.0,2090.9487999999997,132032.0935575,9,0.28125,1656.7318000015803
exp2,3,17,Group2,0.2486,467.0,432.0,0.9250535331905781,35.0,462.0,6614.9236,132036.6168722,27,0.84375,6180.046499997843
exp2,3,1,Group1,0.0319,1719.0,1552.0,0.9028504944735312,167.0,1633.0,2070.0385,132032.0701704,4,0.125,1633.344700007001
exp2,4,19,Group2,0.2021,1915.0,880.0,0.4595300261096606,1035.0,1910.0,7948.212500000001,132047.9503146,10,0.35714285714285715,7230.083799979184
exp2,4,25,Group2,0.4022,514.0,352.0,0.6848249027237354,162.0,508.0,8004.054800000001,132048.006957,22,0.7857142857142857,7286.7261999927
exp2,4,1,Group1,0.1356,1838.0,1712.0,0.9314472252448314,126.0,1804.0,7931.204100000001,132047.9314397,6,0.21428571428571427,7211.2089000002015
exp2,4,26,Group2,0.3673,1249.0,1184.0,0.9479583666933546,65.0,1243.0,7997.271800000001,132048.00023910002,20,0.7142857142857143,7280.0083000038285
exp2,4,4,Group1,0.2343,2117.0,1664.0,0.786017949929145,453.0,2107.0,7959.618200000001,132047.9602525,12,0.42857142857142855,7240.021699981298
exp2,4,9,Group1,0.4962,2201.0,1280.0,0.5815538391640164,921.0,1964.0,8058.349099999999,132048.0597453,27,0.9642857142857143,7339.5144999958575
exp2,4,22,Group2,0.4727,2453.0,1568.0,0.6392172849571953,885.0,2448.0,8032.773000000001,132048.0354457,25,0.8928571428571429,7315.214899979765
exp2,4,16,Group1,0.334,1042.0,576.0,0.5527831094049904,466.0,822.0,7990.8828,132047.9928168,18,0.6428571428571429,7272.585999977309
