arrival_time_epoch_s,compressed_elapsed_ms,tenant_count,tenant_id,turn_index,blocking_ms,prefill_ms,remaining_ttft_ms,ttft_ms
132010.000000,0.000,32,4,1,0.0998,359.4759,0.0000,359.5757
132010.000000,0.000,32,6,1,0.0107,216.8806,0.0000,216.8913
132010.000000,0.000,32,5,1,0.0143,115.3791,0.0000,115.3934
132010.000000,0.000,32,2,1,0.0376,237.6056,0.0000,237.6432
132010.000000,0.000,32,9,1,0.0906,320.2385,0.0000,320.3291
132010.000000,0.000,32,16,1,0.0065,300.8536,0.0000,300.8601
132010.000000,0.000,32,10,1,0.1105,325.9439,0.0000,326.0544
132010.000000,0.000,32,31,1,0.0544,309.4608,0.0000,309.5152
132010.000000,0.000,32,32,1,0.0282,314.5149,0.0000,314.5431
132010.000000,0.000,32,15,1,0.0092,291.4349,0.0000,291.4441
132010.000000,0.000,32,1,1,0.0196,305.0547,0.0000,305.0743
132010.000000,0.000,32,8,1,0.0162,56.8356,0.0000,56.8518
132010.000000,0.000,32,11,1,0.0078,78.7004,0.0000,78.7082
132010.000000,0.000,32,14,1,0.1375,331.0200,0.0000,331.1575
132010.000000,0.000,32,3,1,0.1287,334.6799,0.0000,334.8086
132010.000000,0.000,32,21,1,0.0633,314.9714,0.0000,315.0347
132010.000000,0.000,32,30,1,0.0236,95.7549,0.0000,95.7785
132010.000000,0.000,32,25,1,0.1198,327.0103,0.0000,327.1301
132010.000000,0.000,32,29,1,0.0388,90.5238,0.0000,90.5626
132010.000000,0.000,32,19,1,0.1471,378.8924,0.0000,379.0395
132010.000000,0.000,32,13,1,0.0230,249.8311,0.0000,249.8541
132010.000000,0.000,32,23,1,0.0724,321.4722,0.0000,321.5446
132010.000000,0.000,32,7,1,0.0364,298.5113,0.0000,298.5477
132010.000000,0.000,32,26,1,0.0184,311.0828,0.0000,311.1012
132010.000000,0.000,32,28,1,0.0078,48.4290,0.0000,48.4368
132010.000000,0.000,32,27,1,0.0128,330.9595,0.0000,330.9723
132010.000000,0.000,32,24,1,0.0814,338.6618,0.0000,338.7432
132010.000000,0.000,32,18,1,0.1567,334.5925,0.0000,334.7492
132010.000000,0.000,32,17,1,0.0074,87.4966,0.0000,87.5040
132010.000000,0.000,32,12,1,0.0274,302.4913,0.0000,302.5187
132010.000000,0.000,32,20,1,0.0455,342.6272,0.0000,342.6727
132010.000000,0.000,32,22,1,0.1689,330.5848,0.0000,330.7537
132020.000000,10000.000,32,2,2,0.0400,3269.9500,0.0000,3269.9900
132020.000000,10000.000,32,25,2,0.0579,3275.6868,0.0000,3275.7447
132020.000000,10000.000,32,22,2,0.0290,3281.4789,0.0000,3281.5079
132020.000000,10000.000,32,19,2,0.2373,1961.7590,0.0000,1961.9963
132020.000000,10000.000,32,12,2,0.0763,1932.6944,0.0000,1932.7707
132020.000000,10000.000,32,14,2,0.1777,1947.5848,0.0000,1947.7625
132020.000000,10000.000,32,21,2,0.0520,3293.5546,0.0000,3293.6066
132020.000000,10000.000,32,23,2,0.0176,3259.4500,0.0000,3259.4676
132020.000000,10000.000,32,6,2,0.0119,3259.1633,0.0000,3259.1752
132020.000000,10000.000,32,1,2,0.0174,1920.5855,0.0000,1920.6029
132020.000000,10000.000,32,32,2,0.0785,3279.1154,0.0000,3279.1939
132020.000000,10000.000,32,11,2,0.1156,1923.0184,0.0000,1923.1340
132020.000000,10000.000,32,24,2,0.0960,1920.3399,0.0000,1920.4359
132020.000000,10000.000,32,4,2,0.2572,1976.7318,0.0000,1976.9890
132020.000000,10000.000,32,29,2,0.0346,3270.5263,0.0000,3270.5609
132020.000000,10000.000,32,13,2,0.1352,1945.1195,0.0000,1945.2547
132020.000000,10000.000,32,17,2,0.0235,3264.7235,0.0000,3264.7470
132020.000000,10000.000,32,10,2,0.0459,3304.5640,0.0000,3304.6099
132020.000000,10000.000,32,18,2,0.1973,1951.4475,0.0000,1951.6448
132020.000000,10000.000,32,7,2,0.0636,3284.1176,0.0000,3284.1812
132020.000000,10000.000,32,9,2,0.3240,2002.5672,0.0000,2002.8912
132020.000000,10000.000,32,3,2,0.0348,169.6952,0.0000,169.7300
132020.000000,10000.000,32,8,2,0.0727,3308.8376,0.0000,3308.9103
132020.000000,10000.000,32,15,2,0.0569,2007.2551,0.0000,2007.3120
132020.000000,10000.000,32,28,2,0.0849,3302.6353,0.0000,3302.7202
132020.000000,10000.000,32,27,2,0.0929,3294.0982,0.0000,3294.1911
132020.000000,10000.000,32,31,2,0.2174,1959.7375,0.0000,1959.9549
132020.000000,10000.000,32,5,2,0.1575,1994.6505,0.0000,1994.8080
132020.000000,10000.000,32,30,2,0.0373,1913.9871,0.0000,1914.0244
132020.000000,10000.000,32,20,2,0.0060,3256.1198,0.0000,3256.1258
132020.000000,10000.000,32,26,2,0.2777,2023.2308,0.0000,2023.5085
132020.000000,10000.000,32,16,2,0.2988,2000.0317,0.0000,2000.3305
132030.000000,20000.000,32,13,3,35.6523,7142.8914,0.0000,7178.5437
132030.000000,20000.000,32,30,3,0.1861,4979.6650,0.0000,4979.8511
132030.000000,20000.000,32,26,3,35.7564,7165.8106,0.0000,7201.5670
132030.000000,20000.000,32,25,3,35.6688,7151.3613,0.0000,7187.0301
132030.000000,20000.000,32,29,3,0.4946,5053.1502,0.0000,5053.6448
132030.000000,20000.000,32,19,3,0.5380,5093.6219,0.0000,5094.1599
132030.000000,20000.000,32,16,3,0.2369,5002.3083,0.0000,5002.5452
132030.000000,20000.000,32,22,3,35.7242,7157.2057,0.0000,7192.9299
132030.000000,20000.000,32,32,3,0.3208,5035.7877,0.0000,5036.1085
132030.000000,20000.000,32,20,3,35.7404,7166.0472,0.0000,7201.7876
132030.000000,20000.000,32,24,3,0.4422,5026.9567,0.0000,5027.3989
132030.000000,20000.000,32,17,3,0.3035,5006.8821,0.0000,5007.1856
132030.000000,20000.000,32,23,3,35.7081,7160.1435,0.0000,7195.8516
132030.000000,20000.000,32,7,3,35.7730,7162.1730,0.0000,7197.9460
132030.000000,20000.000,32,12,3,0.3721,5019.7116,0.0000,5020.0837
132030.000000,20000.000,32,28,3,0.5138,5084.0216,0.0000,5084.5354
132030.000000,20000.000,32,1,3,0.0452,315.8085,0.0000,315.8537
132030.000000,20000.000,32,18,3,0.1696,7214.1540,0.0000,7214.3236
132030.000000,20000.000,32,2,3,0.2534,4997.2885,0.0000,4997.5419
132030.000000,20000.000,32,8,3,0.2866,4999.2460,0.0000,4999.5326
132030.000000,20000.000,32,10,3,35.7894,7168.8577,0.0000,7204.6471
132030.000000,20000.000,32,3,3,0.3380,5010.0971,0.0000,5010.4351
132030.000000,20000.000,32,15,3,0.4086,5030.0345,0.0000,5030.4431
132030.000000,20000.000,32,4,3,0.2204,4992.1011,0.0000,4992.3215
132030.000000,20000.000,32,21,3,0.4769,5040.2255,0.0000,5040.7024
132030.000000,20000.000,32,9,3,0.2703,5003.5058,0.0000,5003.7761
132030.000000,20000.000,32,14,3,0.3912,5017.9103,0.0000,5018.3015
132030.000000,20000.000,32,31,3,0.4594,5034.2017,0.0000,5034.6611
132030.000000,20000.000,32,6,3,0.4252,5026.0798,0.0000,5026.5050
132030.000000,20000.000,32,11,3,0.2041,4982.2386,0.0000,4982.4427
132030.000000,20000.000,32,27,3,35.6849,7155.4657,0.0000,7191.1506
132030.000000,20000.000,32,5,3,0.3549,5012.3684,0.0000,5012.7233
132040.000000,30000.000,32,27,4,0.0222,2174.5199,0.0000,2174.5421
132040.000000,30000.000,32,22,4,0.0096,147.0792,0.0000,147.0888
132040.000000,30000.000,32,25,4,0.2446,11058.3020,0.0000,11058.5466
132040.000000,30000.000,32,19,4,0.0359,3496.5077,0.0000,3496.5436
132040.000000,30000.000,32,29,4,0.0277,109.6000,0.0000,109.6277
132040.000000,30000.000,32,32,4,0.2954,11068.3111,0.0000,11068.6065
132040.000000,30000.000,32,1,4,0.0563,10998.3673,0.0000,10998.4236
132040.000000,30000.000,32,6,4,0.1072,11004.6060,0.0000,11004.7132
132040.000000,30000.000,32,26,4,0.0718,3514.9054,0.0000,3514.9772
132040.000000,30000.000,32,17,4,0.1579,11012.4476,0.0000,11012.6055
132040.000000,30000.000,32,14,4,0.3776,11098.0458,0.0000,11098.4234
132040.000000,30000.000,32,12,4,0.1244,11005.5393,0.0000,11005.6637
132040.000000,30000.000,32,31,4,0.1916,11047.7010,0.0000,11047.8926
132040.000000,30000.000,32,10,4,0.0791,2191.2476,0.0000,2191.3267
132040.000000,30000.000,32,28,4,0.2783,11064.4399,0.0000,11064.7182
132040.000000,30000.000,32,24,4,0.2112,11055.7572,0.0000,11055.9684
132040.000000,30000.000,32,7,4,0.0190,3500.1097,0.0000,3500.1287
132040.000000,30000.000,32,13,4,0.0898,11023.1686,0.0000,11023.2584
132040.000000,30000.000,32,15,4,0.3516,11104.7248,0.0000,11105.0764
132040.000000,30000.000,32,8,4,0.0395,11835.9990,0.0000,11836.0385
132040.000000,30000.000,32,11,4,0.0516,3511.2117,0.0000,3511.2633
132040.000000,30000.000,32,2,4,0.2612,11064.0124,0.0000,11064.2736
132040.000000,30000.000,32,18,4,0.0117,2154.1695,0.0000,2154.1812
132040.000000,30000.000,32,9,4,1381.8125,10476.2382,0.0000,11858.0507
132040.000000,30000.000,32,4,4,0.0730,11002.3447,0.0000,11002.4177
132040.000000,30000.000,32,21,4,0.0380,2173.7020,0.0000,2173.7400
132040.000000,30000.000,32,5,4,0.1747,11019.9383,0.0000,11020.1130
132040.000000,30000.000,32,20,4,0.0548,2188.7006,0.0000,2188.7554
132040.000000,30000.000,32,30,4,0.2280,11051.6837,0.0000,11051.9117
132040.000000,30000.000,32,16,4,0.3317,11093.1148,0.0000,11093.4465
132040.000000,30000.000,32,3,4,0.1411,11008.6008,0.0000,11008.7419
132040.000000,30000.000,32,23,4,0.3127,11090.5555,0.0000,11090.8682
132050.000000,40000.000,32,17,5,0.0658,13547.9646,0.0000,13548.0304
132050.000000,40000.000,32,20,5,0.2157,13629.1406,0.0000,13629.3563
132050.000000,40000.000,32,5,5,0.2485,13647.1918,0.0000,13647.4403
132050.000000,40000.000,32,23,5,0.0065,3069.3075,0.0000,3069.3140
132050.000000,40000.000,32,26,5,0.1991,13623.7511,0.0000,13623.9502
132050.000000,40000.000,32,32,5,0.1476,13608.0495,0.0000,13608.1971
132050.000000,40000.000,32,22,5,0.0354,122.0105,0.0000,122.0459
132050.000000,40000.000,32,1,5,0.0282,2324.6863,0.0000,2324.7145
132050.000000,40000.000,32,12,5,0.0385,2347.5911,0.0000,2347.6296
132050.000000,40000.000,32,8,5,0.0069,2299.1353,0.0000,2299.1422
132050.000000,40000.000,32,9,5,0.0492,13542.6895,0.0000,13542.7387
132050.000000,40000.000,32,16,5,0.0136,2307.1464,0.0000,2307.1600
132050.000000,40000.000,32,6,5,0.0208,2330.8044,0.0000,2330.8252
132050.000000,40000.000,32,15,5,0.1149,13585.6184,0.0000,13585.7333
132050.000000,40000.000,32,19,5,0.2825,13657.8578,0.0000,13658.1403
132050.000000,40000.000,32,7,5,0.3335,13669.9118,0.0000,13670.2453
132050.000000,40000.000,32,29,5,0.0986,13578.5086,0.0000,13578.6072
132050.000000,40000.000,32,4,5,0.3506,13701.1055,0.0000,13701.4561
132050.000000,40000.000,32,21,5,0.0162,13878.7760,0.0000,13878.7922
132050.000000,40000.000,32,18,5,0.1806,13626.1925,0.0000,13626.3731
132050.000000,40000.000,32,11,5,0.0150,3075.3006,0.0000,3075.3156
132050.000000,40000.000,32,3,5,0.2321,13645.1694,0.0000,13645.4015
132050.000000,40000.000,32,14,5,0.2656,13654.3457,0.0000,13654.6113
132050.000000,40000.000,32,2,5,0.1641,13603.2461,0.0000,13603.4102
132050.000000,40000.000,32,24,5,0.4138,13715.9152,0.0000,13716.3290
132050.000000,40000.000,32,13,5,0.1312,13589.6798,0.0000,13589.8110
132050.000000,40000.000,32,31,5,0.0821,13576.0426,0.0000,13576.1247
132050.000000,40000.000,32,10,5,0.3897,13714.0947,0.0000,13714.4844
132050.000000,40000.000,32,28,5,0.3162,13674.5806,0.0000,13674.8968
132050.000000,40000.000,32,27,5,0.0326,13539.2066,0.0000,13539.2392
132050.000000,40000.000,32,30,5,0.3687,13705.8058,0.0000,13706.1745
132050.000000,40000.000,32,25,5,0.2995,13673.2263,0.0000,13673.5258
132060.000000,50000.000,32,8,6,458.5981,19678.6681,0.0000,20137.2662
132060.000000,50000.000,32,9,6,0.2460,14079.9413,0.0000,14080.1873
132060.000000,50000.000,32,30,6,0.3339,14141.0384,0.0000,14141.3723
132060.000000,50000.000,32,16,6,0.2035,14058.6094,0.0000,14058.8129
132060.000000,50000.000,32,20,6,0.1617,14046.8380,0.0000,14046.9997
132060.000000,50000.000,32,22,6,0.0440,20081.8358,0.0000,20081.8798
132060.000000,50000.000,32,28,6,0.3486,14152.6327,0.0000,14152.9813
132060.000000,50000.000,32,13,6,0.0194,20078.2954,0.0000,20078.3148
132060.000000,50000.000,32,5,6,458.5841,19662.4134,0.0000,20120.9975
132060.000000,50000.000,32,24,6,0.3194,14135.3891,0.0000,14135.7085
132060.000000,50000.000,32,26,6,458.6122,19679.3377,0.0000,20137.9499
132060.000000,50000.000,32,4,6,0.3950,14182.7542,0.0000,14183.1492
132060.000000,50000.000,32,32,6,0.1317,20173.2113,0.0000,20173.3430
132060.000000,50000.000,32,10,6,0.2318,14075.0909,0.0000,14075.3227
132060.000000,50000.000,32,23,6,0.2604,14110.1599,0.0000,14110.4203
132060.000000,50000.000,32,31,6,0.4159,14209.7217,0.0000,14210.1376
132060.000000,50000.000,32,19,6,458.5363,19649.5261,0.0000,20108.0624
132060.000000,50000.000,32,12,6,458.5507,19656.0915,0.0000,20114.6422
132060.000000,50000.000,32,18,6,0.2747,14106.0984,0.0000,14106.3731
132060.000000,50000.000,32,1,6,0.0307,339.3003,0.0000,339.3310
132060.000000,50000.000,32,25,6,0.1477,14034.5815,0.0000,14034.7292
132060.000000,50000.000,32,21,6,458.5222,19646.9924,0.0000,20105.5146
132060.000000,50000.000,32,6,6,0.2174,14072.6105,0.0000,14072.8279
132060.000000,50000.000,32,27,6,0.3790,14174.6076,0.0000,14174.9866
132060.000000,50000.000,32,29,6,0.0088,776.7043,0.0000,776.7131
132060.000000,50000.000,32,15,6,0.1756,14043.2734,0.0000,14043.4490
132060.000000,50000.000,32,7,6,0.2894,14120.9872,0.0000,14121.2766
132060.000000,50000.000,32,3,6,458.5698,19659.8638,0.0000,20118.4336
132060.000000,50000.000,32,14,6,0.1896,14056.3441,0.0000,14056.5337
132060.000000,50000.000,32,2,6,0.3054,14123.7528,0.0000,14124.0582
132060.000000,50000.000,32,17,6,0.3637,14155.5332,0.0000,14155.8969
132060.000000,50000.000,32,11,6,458.5081,19625.3438,0.0000,20083.8519
132070.000000,60000.000,32,12,7,858.7057,24655.1482,0.0000,25513.8539
132070.000000,60000.000,32,11,7,0.2380,17302.2056,0.0000,17302.4436
132070.000000,60000.000,32,22,7,858.7726,24711.5700,0.0000,25570.3426
132070.000000,60000.000,32,20,7,0.0186,1956.7342,0.0000,1956.7528
132070.000000,60000.000,32,28,7,858.7223,24661.8481,0.0000,25520.5704
132070.000000,60000.000,32,15,7,858.6724,24638.8053,0.0000,25497.4777
132070.000000,60000.000,32,1,7,0.4487,17423.1874,0.0000,17423.6361
132070.000000,60000.000,32,30,7,0.3958,17387.5256,0.0000,17387.9214
132070.000000,60000.000,32,31,7,0.3583,17369.3701,0.0000,17369.7284
132070.000000,60000.000,32,14,7,0.2892,17327.1667,0.0000,17327.4559
