num_gpu_blocks_override,tenant_count,tenant_id,history_limit_tokens,successful_requests,failed_requests,avg_input_tokens,avg_output_tokens,avg_kv_history_tokens,avg_prefix_hit_tokens,avg_prefix_hit_rate,avg_blocking_time_ms,avg_ttft_ms,avg_p95_tbt_ms,avg_ttlt_ms
16384,32,10,8192,10,0,10046.6,2049.0,9898.5,3612.8,0.41,132257.4862,163410.9484,80.2719,504057.5403
16384,32,20,2048,10,0,3016.5,513.0,2869.7,683.2,0.3312,33885.7605,69172.4838,86.9213,201199.6799
16384,32,28,2048,10,0,3497.7,513.0,3352.8,1043.2,0.4217,59123.9865,79102.147,86.1122,214590.1903
16384,32,19,2048,10,0,3018.0,513.0,2870.3,681.6,0.3342,116800.1682,140411.0107,81.1532,275158.9615
16384,32,29,2048,10,0,3115.0,513.0,2971.0,931.2,0.3976,4212.2221,23916.4996,86.9711,189991.2934
16384,32,32,2048,10,0,3114.7,513.0,2970.7,745.6,0.3453,165503.8788,186314.4683,76.1466,313537.9705
16384,32,21,2048,10,0,3019.4,513.0,2871.7,684.8,0.3341,173812.5105,194129.0793,76.1988,316860.9965
16384,32,26,2048,10,0,3019.3,513.0,2871.6,684.8,0.3341,103338.1052,130940.4242,80.9876,257770.0307
16384,32,22,2048,10,0,3019.4,513.0,2871.7,1017.6,0.4288,23581.4112,53297.7488,86.9571,202589.4405
16384,32,30,2048,10,0,3115.4,513.0,2971.4,624.0,0.3024,43649.394,74913.3268,86.9484,202030.7968
16384,32,16,8192,10,0,9930.7,2049.0,9783.0,4852.8,0.5019,50746.0046,87616.2104,85.5524,467136.9626
16384,32,14,8192,10,0,10046.3,2049.0,9898.2,4723.2,0.5033,61730.4044,96484.317,85.1321,476670.3635
16384,32,17,2048,10,0,3019.4,513.0,2871.7,684.8,0.3341,93592.5674,116819.4921,85.7864,233600.0164
16384,32,23,2048,10,0,3018.7,513.0,2871.0,419.2,0.2426,14697.5445,40283.5532,87.0157,198634.7531
16384,32,24,2048,10,0,3018.7,513.0,2871.0,915.2,0.3937,95651.5241,125672.8285,82.1072,257781.94
16384,32,15,8192,10,0,10043.1,2049.0,9895.1,4720.0,0.503,622.6186,28909.8968,85.8034,450496.62
16384,32,31,2048,10,0,3115.1,513.0,2971.1,830.4,0.3699,10747.5692,34631.1278,86.9931,193061.2109
16384,32,6,8192,10,0,10374.0,2049.0,10223.8,5190.4,0.5497,53403.7064,85298.4286,85.122,478217.8718
16384,32,1,8192,10,0,10286.4,2049.0,10115.4,2419.2,0.3434,177437.9762,210011.2464,78.779,504211.6508
16384,32,5,8192,10,0,10172.5,2049.0,10011.6,5017.6,0.5081,51279.7832,83941.6826,85.5807,466773.9746
16384,32,8,8192,10,0,10045.6,2049.0,9897.5,4953.6,0.5054,17370.1987,52675.9324,85.8511,453657.8264
16384,32,4,8192,10,0,10261.3,2049.0,10096.5,7166.4,0.6242,13675.8798,39276.5562,85.8274,451953.4353
16384,32,11,8192,10,0,10046.7,2049.0,9898.6,4948.8,0.5054,32287.3342,63027.0334,85.8166,464664.3705
16384,32,9,8192,10,0,10045.2,2049.0,9897.1,3395.2,0.407,106956.0151,145360.5492,81.0869,492605.5453
16384,32,3,8192,10,0,10264.6,2049.0,10099.8,6475.2,0.618,2259.1474,44236.4168,85.9827,453607.5835
16384,32,13,8192,10,0,10045.6,2049.0,9897.5,5171.2,0.5067,98662.4282,137273.5007,80.0751,477060.557
16384,32,2,8192,10,0,10442.2,2049.0,10275.2,3944.0,0.4648,169358.8713,201627.5182,75.3322,507309.1177
16384,32,7,8192,10,0,10045.2,2049.0,9897.1,3611.2,0.4099,45629.1855,108402.5995,83.1051,485208.3022
16384,32,12,8192,10,0,10046.7,2049.0,9898.6,5616.0,0.5112,94181.072,122024.7606,77.6941,469136.5535
16384,32,18,2048,10,0,3019.4,513.0,2871.7,1017.6,0.4288,11720.0499,37440.4125,87.0101,198057.3243
16384,32,27,2048,10,0,3631.6,513.0,3484.2,1508.8,0.5345,120137.137,153631.5403,81.754,273855.4744
16384,32,25,2048,10,0,3018.5,513.0,2870.8,684.8,0.3343,9216.1611,32380.4263,86.9586,192501.1806
16384,16,2,8192,10,0,10441.5,2049.0,10274.5,8508.8,0.7429,106.7555,25489.8324,52.5728,215684.3266
16384,16,16,2048,10,0,3018.5,513.0,2870.8,2401.6,0.7222,85.3454,21878.4571,52.992,83644.6269
16384,16,13,2048,10,0,3133.3,513.0,2985.2,2622.4,0.7561,85.3668,25482.4246,52.9895,83675.073
16384,16,14,2048,10,0,3133.9,513.0,2985.8,2523.2,0.7365,253.3165,17998.5191,52.9627,83638.3056
16384,16,8,8192,10,0,10046.7,2049.0,9898.6,8052.8,0.7006,0.1238,25983.4265,52.6031,215701.1357
16384,16,1,8192,10,0,10287.7,2049.0,10116.7,8265.6,0.7317,69.9624,28608.0214,52.6025,215667.6259
16384,16,3,8192,10,0,10264.1,2049.0,10099.3,8278.4,0.7164,30.3917,25684.7903,52.6088,215710.6352
