timestamp_utc,num_gpu_blocks_override,tenant_count,run_index,tenant_id,history_limit_tokens,turn_index,session_index,request_id,metrics_request_id,status,error_message,input_tokens,output_tokens,kv_history_tokens,prefix_hit_tokens,prefix_hit_rate,blocking_time_ms,ttft_ms,p95_tbt_ms,ttlt_ms,prompt_log_path,output_log_path,run_log
2026-05-13T12:59:43.577401+00:00,16384,32,1,31,12288,1,31,cmpl-tenant-31-turn-1-tenants-32-run-1,cmpl-tenant-31-turn-1-tenants-32-run-1-0,success,,7,1024,0,0,,0.032,310.4996,14.2495,22213.1653,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_31/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_31/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.588464+00:00,16384,32,1,21,12288,1,21,cmpl-tenant-21-turn-1-tenants-32-run-1,cmpl-tenant-21-turn-1-tenants-32-run-1-0,success,,8,1025,0,0,,0.125,364.8755,14.3973,22155.9111,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_21/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_21/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.554766+00:00,16384,32,1,3,24576,1,3,cmpl-tenant-3-turn-1-tenants-32-run-1,cmpl-tenant-3-turn-1-tenants-32-run-1-0,success,,243,1025,0,0,,0.0174,118.4307,14.2334,22224.1393,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_3/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_3/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.595876+00:00,16384,32,1,23,12288,1,23,cmpl-tenant-23-turn-1-tenants-32-run-1,cmpl-tenant-23-turn-1-tenants-32-run-1-0,success,,6,1025,0,0,,0.0141,280.7728,14.1072,22183.4591,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_23/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_23/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.565725+00:00,16384,32,1,14,24576,1,14,cmpl-tenant-14-turn-1-tenants-32-run-1,cmpl-tenant-14-turn-1-tenants-32-run-1-0,success,,50,1025,0,48,,0.0661,298.0239,13.8624,22191.1776,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_14/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_14/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.554179+00:00,16384,32,1,1,24576,1,1,cmpl-tenant-1-turn-1-tenants-32-run-1,cmpl-tenant-1-turn-1-tenants-32-run-1-0,success,,636,881,0,0,,0.0471,369.3999,14.3025,19483.4622,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_1/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_1/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.606847+00:00,16384,32,1,11,24576,1,11,cmpl-tenant-11-turn-1-tenants-32-run-1,cmpl-tenant-11-turn-1-tenants-32-run-1-0,success,,50,601,0,0,,0.0257,293.9518,14.556,14072.3639,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_11/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_11/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.582917+00:00,16384,32,1,27,12288,1,27,cmpl-tenant-27-turn-1-tenants-32-run-1,cmpl-tenant-27-turn-1-tenants-32-run-1-0,success,,7,712,0,0,,0.1899,400.1045,14.1959,16244.5383,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_27/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_27/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.589599+00:00,16384,32,1,22,12288,1,22,cmpl-tenant-22-turn-1-tenants-32-run-1,cmpl-tenant-22-turn-1-tenants-32-run-1-0,success,,7,526,0,0,,0.0086,132.6003,14.8842,12604.2782,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_22/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_22/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-13T12:59:43.574269+00:00,16384,32,1,28,12288,1,28,cmpl-tenant-28-turn-1-tenants-32-run-1,cmpl-tenant-28-turn-1-tenants-32-run-1-0,success,,15,1025,0,0,,0.2228,390.2922,13.8544,22179.2385,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_28/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_28/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
