tenant_count,count,mean_residual_ttft_ms,p50_residual_ttft_ms,p95_residual_ttft_ms,min_residual_ttft_ms,max_residual_ttft_ms
8,0,,,,,
16,0,,,,,
32,867,12243.5442,13356.0720,31936.7546,45.9368,40073.0779
