num_gpu_blocks_override,tenant_count,tenant_id,history_limit_tokens,successful_requests,failed_requests,avg_input_tokens,avg_output_tokens,avg_kv_history_tokens,avg_prefix_hit_tokens,avg_prefix_hit_rate,avg_blocking_time_ms,avg_ttft_ms,avg_p95_tbt_ms,avg_ttlt_ms
16384,16,14,2048,10,0,3134.7,513.0,2986.6,2523.2,0.7363,44.9485,16298.6987,52.9876,83754.9915
16384,16,3,8192,10,0,10261.9,2048.9,10097.1,8276.8,0.7165,5.3411,27853.3169,52.6065,215810.7911
16384,16,10,2048,10,0,3134.7,513.0,2986.6,2523.2,0.7363,75.3129,15340.844,52.9758,83786.0101
16384,16,13,2048,10,0,3134.7,513.0,2986.6,2523.2,0.7363,489.8541,22922.0856,52.9856,83791.1513
16384,16,5,8192,10,0,10173.2,2049.0,10012.3,8163.2,0.7042,0.1177,27350.2208,52.5966,215797.1318
16384,8,4,8192,10,0,10260.7,2049.0,10095.9,8272.0,0.7161,0.0476,11703.1237,29.9588,121618.0703
16384,8,8,2048,10,0,3134.3,513.0,2986.2,2523.2,0.7364,0.0338,15091.0865,30.2456,45859.2418
16384,8,7,2048,10,0,3134.7,513.0,2986.6,2518.4,0.7363,0.0358,10578.9365,30.2493,45856.4331
16384,8,6,2048,10,0,3461.4,513.0,3311.2,2926.4,0.8237,0.042,8518.9962,30.2416,45868.9425
16384,8,2,8192,10,0,10443.2,2049.0,10276.2,8427.2,0.7428,0.0556,15946.3004,29.9519,121611.9279
16384,8,1,8192,10,0,10287.9,2049.0,10116.9,8265.6,0.7316,0.0501,15167.745,29.9531,121621.5818
16384,8,5,2048,10,0,3260.5,513.0,3099.6,2635.2,0.7484,0.0503,13770.6651,30.2467,45868.2236
16384,8,3,8192,10,0,10256.0,2048.3,10091.2,8244.8,0.7161,0.0346,11574.044,29.9486,121607.9792
