arrival_time_epoch_s,compressed_elapsed_ms,tenant_count,tenant_id,turn_index,blocking_ms,prefill_ms,remaining_ttft_ms,ttft_ms
1778932446.917088,0.000,32,19,1,0.0340,28.0958,140.7926,168.9223
1778932446.934645,17.557,32,18,1,0.0093,29.3530,43.7351,73.0975
1778932446.950177,33.089,32,3,1,0.0079,69.3464,29.4236,98.7779
1778932446.963397,46.309,32,31,1,0.0225,80.4370,23.8006,104.2601
1778932446.963730,46.642,32,4,1,0.0141,80.4370,31.8724,112.3235
1778932446.967768,50.680,32,32,1,0.0067,80.4370,19.4218,99.8655
1778932446.982269,65.181,32,16,1,0.2611,430.7406,84.7457,515.7474
1778932446.982755,65.667,32,11,1,0.2413,430.7406,72.1577,503.1395
1778932446.997398,80.310,32,27,1,0.2243,430.7406,49.9697,480.9346
1778932446.997674,80.586,32,2,1,0.2088,430.7406,58.5102,489.4596
1778932447.000410,83.322,32,1,1,0.1927,430.7406,48.7708,479.7041
1778932447.000672,83.584,32,25,1,0.1780,430.7406,65.0260,495.9445
1778932447.003542,86.454,32,24,1,0.1631,430.7406,46.9854,477.8891
1778932447.003771,86.683,32,20,1,0.1483,430.7406,63.0518,493.9407
1778932447.003966,86.878,32,22,1,0.1339,430.7406,117.4796,548.3541
1778932447.007301,90.213,32,8,1,0.1195,430.7406,66.5261,497.3861
1778932447.007540,90.452,32,29,1,0.1050,430.7406,56.2523,487.0979
1778932447.011677,94.589,32,13,1,0.0903,430.7406,37.3348,468.1657
1778932447.014500,97.412,32,23,1,0.0732,430.7406,75.4951,506.3089
1778932447.014714,97.626,32,10,1,0.0475,430.7406,40.0910,470.8790
1778932447.014889,97.800,32,12,1,0.0321,430.7406,30.2809,461.0536
1778932447.016926,99.838,32,15,1,0.0158,430.7406,36.3446,467.1010
1778932447.031154,114.066,32,6,1,0.0638,499.7679,49.4225,549.2542
1778932447.035580,118.492,32,30,1,0.0551,499.7679,65.1636,564.9867
1778932447.035810,118.721,32,9,1,0.0485,499.7679,54.0662,553.8826
1778932447.036000,118.912,32,7,1,0.0420,499.7679,79.4168,579.2268
1778932447.036186,119.098,32,21,1,0.0359,499.7679,43.9887,543.7925
1778932447.036367,119.279,32,26,1,0.0300,499.7679,40.4233,540.2213
1778932447.036557,119.469,32,5,1,0.0242,499.7679,46.4281,546.2203
1778932447.036736,119.648,32,17,1,0.0183,499.7679,44.9085,544.6947
1778932447.041281,124.193,32,14,1,0.0123,499.7679,34.1077,533.8880
1778932447.041515,124.427,32,28,1,0.0064,499.7679,39.5820,539.3564
1778932620.565967,173648.879,32,12,2,0.0372,734.7156,69.2467,803.9995
1778932620.578806,173661.718,32,20,2,0.0544,2846.0604,77.1735,2923.2883
1778932620.579112,173662.024,32,10,2,0.0310,2846.0604,61.6348,2907.7263
1778932620.593243,173676.155,32,6,2,0.0199,2846.0604,54.6389,2900.7192
1778932620.593666,173676.578,32,8,2,0.0104,2846.0604,40.1173,2886.1881
1778932620.605446,173688.358,32,17,2,0.4728,6057.0691,738.5055,6796.0475
1778932620.605753,173688.665,32,5,2,0.4493,6057.0691,735.7644,6793.2828
1778932620.633134,173716.046,32,22,2,0.4298,6057.0691,717.7878,6775.2867
1778932620.651335,173734.247,32,30,2,0.4120,6057.0691,718.3493,6775.8305
1778932620.669956,173752.868,32,21,2,0.3943,6057.0691,707.2512,6764.7146
1778932620.670479,173753.391,32,29,2,0.3704,6057.0691,715.6740,6773.1135
1778932620.682796,173765.707,32,18,2,0.3527,6057.0691,690.8375,6748.2593
1778932620.683043,173765.955,32,24,2,0.3358,6057.0691,695.8278,6753.2328
1778932620.700772,173783.684,32,31,2,0.3188,6057.0691,678.7812,6736.1692
1778932620.701235,173784.147,32,32,2,0.3022,6057.0691,680.4400,6737.8113
1778932620.701619,173784.531,32,4,2,0.2856,6057.0691,671.0058,6728.3605
1778932620.702049,173784.961,32,7,2,0.2687,6057.0691,669.3576,6726.6954
1778932620.702469,173785.381,32,26,2,0.2519,6057.0691,665.8103,6723.1313
1778932620.702832,173785.744,32,16,2,0.2354,6057.0691,662.4778,6719.7823
1778932620.715751,173798.663,32,23,2,0.2189,6057.0691,640.5690,6697.8570
1778932620.724190,173807.102,32,28,2,0.2024,11221.0822,635.7099,11856.9945
1778932620.724496,173807.408,32,25,2,2144.7477,9076.5175,623.0672,11844.3324
1778932620.724712,173807.624,32,3,2,2144.7310,9076.5175,631.4610,11852.7095
1778932620.724990,173807.902,32,27,2,2144.7146,9076.5175,623.1233,11844.3554
1778932620.725305,173808.217,32,19,2,2144.6980,9076.5175,627.5402,11848.7557
1778932620.733981,173816.893,32,14,2,2144.6815,9076.5175,630.7099,11851.9089
1778932620.734332,173817.244,32,13,2,2144.6649,9076.5175,624.2131,11845.3955
1778932620.745563,173828.475,32,11,2,2144.6484,9076.5175,616.0083,11837.1742
1778932620.745970,173828.882,32,2,2,2144.6317,9076.5175,610.9237,11832.0729
1778932620.746356,173829.268,32,1,2,2144.6152,9076.5175,607.2109,11828.3436
1778932620.753068,173835.980,32,9,2,2144.5990,10234.7907,603.1216,12982.5113
1778932620.753552,173836.464,32,15,2,6057.4003,6321.9731,598.1943,12977.5677
1778932867.760638,420843.550,32,28,3,0.0461,386.6087,33.1938,419.8486
1778932867.783035,420865.947,32,2,3,0.5458,10410.8774,400.6748,10812.0980
1778932867.783473,420866.385,32,24,3,0.5212,10410.8774,399.2187,10810.6172
1778932867.807651,420890.563,32,19,3,0.5015,10410.8774,370.7659,10782.1448
1778932867.827918,420910.830,32,14,3,0.4830,10410.8774,361.0998,10772.4601
1778932867.828872,420911.784,32,5,3,0.4650,10410.8774,363.1776,10774.5200
1778932867.845512,420928.424,32,15,3,0.4479,10410.8774,351.9330,10763.2582
1778932867.846042,420928.954,32,4,3,0.4308,10410.8774,347.8256,10759.1338
1778932867.862276,420945.188,32,10,3,0.4141,10410.8774,327.1652,10738.4566
1778932867.862788,420945.700,32,23,3,0.3967,10410.8774,332.6575,10743.9315
1778932867.890610,420973.522,32,3,3,0.3778,21372.7471,318.3622,21691.4871
1778932867.891244,420974.156,32,12,3,33.9981,21339.1093,312.4007,21685.5081
1778932867.903983,420986.895,32,7,3,33.9809,21339.1093,290.7079,21663.7981
1778932867.904443,420987.355,32,21,3,33.9642,21339.1093,291.2628,21664.3363
1778932867.923782,421006.694,32,11,3,33.9478,21339.1093,288.8236,21661.8806
1778932867.944403,421027.315,32,26,3,33.9309,21339.1093,263.2724,21636.3126
1778932867.944873,421027.785,32,1,3,33.9142,21339.1093,259.2053,21632.2288
1778932867.945339,421028.251,32,9,3,33.8975,21339.1093,247.9878,21620.9946
1778932867.963583,421046.495,32,6,3,33.8808,27985.9691,242.8217,28262.6716
1778932867.964115,421047.027,32,17,3,10411.3035,17608.5300,236.2524,28256.0859
1778932867.973460,421056.372,32,30,3,10411.2873,17608.5300,240.7981,28260.6153
1778932867.973945,421056.857,32,32,3,10411.2686,17608.5300,215.0934,28234.8919
1778932867.974356,421057.268,32,25,3,10411.2519,17608.5300,218.4602,28238.2420
1778932867.986940,421069.852,32,16,3,10411.2350,17608.5300,210.9106,28230.6756
1778932867.987498,421070.410,32,29,3,10411.2187,17608.5300,214.1231,28233.8718
1778932868.006622,421089.534,32,31,3,10411.2019,17608.5300,199.2494,28218.9813
1778932868.007114,421090.026,32,13,3,10411.1855,17608.5300,202.5376,28222.2531
1778932868.007615,421090.527,32,20,3,10411.1612,17608.5300,190.0422,28209.7334
1778932868.020771,421103.683,32,27,3,10411.1449,17608.5300,190.0671,28209.7419
1778932868.033269,421116.181,32,18,3,10411.1283,17608.5300,157.5682,28177.2265
1778932868.033715,421116.627,32,8,3,10411.1117,17608.5300,154.0104,28173.6520
1778932868.034202,421117.114,32,22,3,10411.0948,17608.5300,161.3627,28180.9875
1778933194.035638,747118.550,32,22,4,0.0338,416.0939,34.7252,450.8529
1778933194.240671,747323.583,32,10,4,0.2469,14365.4384,269.3067,14634.9919
1778933194.249377,747332.289,32,20,4,0.2252,14365.4384,248.6316,14614.2951
1778933194.249727,747332.639,32,25,4,0.2080,14365.4384,250.0950,14615.7414
1778933194.279747,747362.659,32,32,4,0.1913,14365.4384,225.8020,14591.4317
1778933194.280394,747363.306,32,8,4,0.1747,14365.4384,222.3185,14587.9316
1778933194.303430,747386.342,32,3,4,0.1584,14365.4384,200.9673,14566.5641
1778933194.304289,747387.201,32,30,4,0.1427,14365.4384,198.2233,14563.8043
1778933194.330290,747413.202,32,21,4,0.1268,14365.4384,177.6248,14543.1900
1778933194.331009,747413.921,32,16,4,0.1112,14365.4384,173.1583,14538.7079
1778933194.366562,747449.474,32,11,4,0.0938,14365.4384,132.8830,14498.4151
1778933194.366945,747449.857,32,18,4,0.0779,14365.4384,129.9702,14495.4864
1778933194.391916,747474.828,32,12,4,0.0623,26253.5818,105.3010,26358.9450
1778933194.414492,747497.404,32,9,4,43.8725,26209.7560,101.2314,26354.8599
1778933194.440613,747523.525,32,4,4,43.8573,26209.7560,79.1979,26332.8112
1778933194.441341,747524.253,32,15,4,43.8415,26209.7560,74.8997,26328.4973
1778933194.469669,747552.581,32,14,4,0.0278,26209.7560,96.0502,26305.8340
1778933194.470204,747553.116,32,17,4,0.0191,26209.7560,92.3384,26302.1136
1778933194.484294,747567.206,32,28,4,0.0126,26209.7560,82.6898,26292.4584
1778933194.484745,747567.657,32,26,4,0.0067,26209.7560,85.6121,26295.3748
1778933194.514946,747597.858,32,23,4,0.2262,27683.2382,14360.6086,42044.0730
1778933194.515371,747598.283,32,1,4,0.1980,27683.2382,14364.8874,42048.3236
1778933194.536212,747619.124,32,2,4,0.1781,27683.2382,14345.2864,42028.7027
1778933194.537174,747620.085,32,31,4,0.1596,27683.2382,14340.8910,42024.2888
1778933194.567091,747650.003,32,7,4,0.1422,27683.2382,14322.3261,42005.7065
1778933194.567561,747650.473,32,24,4,0.1251,27683.2382,14323.7778,42007.1411
1778933194.587953,747670.865,32,19,4,0.1077,27683.2382,14302.8417,41986.1876
1778933194.588343,747671.255,32,5,4,0.0912,27683.2382,14300.9027,41984.2321
1778933194.611341,747694.253,32,13,4,0.0739,27683.2382,14270.3592,41953.6713
1778933194.611789,747694.701,32,6,4,0.0567,27683.2382,14265.5509,41948.8458
1778933194.612195,747695.107,32,27,4,0.0398,28296.4818,14256.7492,42553.2708
1778933194.625019,747707.931,32,29,4,11887.8083,16408.6964,14254.6240,42551.1287
1778933597.087702,1150170.614,32,4,5,0.0489,3096.9080,61.8615,3158.8184
1778933597.154922,1150237.834,32,11,5,0.5416,20304.7818,3075.6142,23380.9375
1778933597.181853,1150264.765,32,5,5,0.5160,20304.7818,3049.6490,23354.9468
1778933597.192988,1150275.900,32,29,5,0.4970,20304.7818,3041.7980,23347.0767
1778933597.210044,1150292.956,32,23,5,0.4797,20304.7818,3016.8695,23322.1309
1778933597.242398,1150325.310,32,8,5,0.4624,20304.7818,3009.0884,23314.3325
1778933597.279763,1150362.674,32,2,5,0.4458,20304.7818,2986.9417,23292.1692
1778933597.280950,1150363.862,32,15,5,0.4286,20304.7818,2980.6840,23285.8944
1778933597.281805,1150364.717,32,21,5,0.4115,20304.7818,2976.5274,23281.7206
1778933597.290400,1150373.312,32,31,5,0.3950,20304.7818,2972.7121,23277.8888
1778933597.290734,1150373.646,32,32,5,0.3718,20304.7818,2956.3275,23261.4811
1778933597.334796,1150417.708,32,12,5,0.3548,20304.7818,2950.3435,23255.4800
1778933597.335870,1150418.782,32,19,5,0.3379,40622.0914,2937.0022,43559.4315
1778933597.336476,1150419.388,32,3,5,43.9990,40578.4132,2931.5572,43553.9694
1778933597.361141,1150444.053,32,27,5,43.9822,40578.4132,2918.5776,43540.9729
1778933597.361649,1150444.561,32,18,5,43.9656,40578.4132,2921.3295,43543.7083
1778933597.383100,1150466.012,32,28,5,43.9491,40578.4132,2889.9700,43512.3323
1778933597.383745,1150466.657,32,9,5,43.9326,40578.4132,2884.4786,43506.8244
1778933597.413153,1150496.065,32,14,5,43.9161,40578.4132,2849.3053,43471.6346
1778933597.413741,1150496.653,32,10,5,43.8995,40578.4132,2843.6041,43465.9168
1778933597.414171,1150497.083,32,13,5,43.8826,40578.4132,2828.3668,43450.6626
1778933597.424901,1150507.813,32,30,5,43.8635,40578.4132,2825.8268,43448.1035
1778933597.453066,1150535.978,32,22,5,43.8468,40578.4132,2788.5103,43410.7702
1778933597.453496,1150536.407,32,7,5,43.8303,40578.4132,2784.6970,43406.9404
1778933597.483292,1150566.204,32,16,5,43.8140,51546.2342,2751.2722,54341.3204
1778933597.512576,1150595.488,32,1,5,20305.0974,31284.9345,2745.4825,54335.5144
1778933597.513283,1150596.195,32,25,5,20305.0804,31284.9345,2738.2920,54328.3069
1778933597.513655,1150596.567,32,17,5,20305.0632,31284.9345,2735.2678,54325.2655
1778933597.533834,1150616.746,32,20,5,20305.0466,31284.9345,2707.9800,54297.9611
1778933597.534301,1150617.213,32,6,5,20305.0298,31284.9345,2702.7695,54292.7338
1778933597.547751,1150630.663,32,26,5,20305.0134,31284.9345,2697.4300,54287.3779
1778933597.548506,1150631.418,32,24,5,20304.9969,31284.9345,2692.4087,54282.3401
1778934070.149831,1623232.743,32,19,6,0.0438,580.0450,54.0622,634.1509
1778934070.501020,1623583.932,32,17,6,0.2003,18890.9068,285.6408,19176.7479
1778934070.522836,1623605.748,32,32,6,0.1751,18890.9068,242.9921,19134.0739
1778934070.554646,1623637.558,32,12,6,0.1560,18890.9068,236.7390,19127.8018
1778934070.574618,1623657.530,32,28,6,0.1384,18890.9068,208.3559,19099.4010
1778934070.612315,1623695.227,32,7,6,0.1212,18890.9068,199.2040,19090.2319
1778934070.645439,1623728.351,32,29,6,0.1033,18890.9068,174.7737,19065.7838
1778934070.646358,1623729.270,32,5,6,0.0862,18890.9068,167.2367,19058.2297
1778934070.647611,1623730.523,32,21,6,0.0689,18890.9068,154.7310,19045.7067
1778934070.674474,1623757.386,32,26,6,0.0519,18890.9068,150.5111,19041.4698
1778934070.711741,1623794.653,32,10,6,0.0336,18890.9068,86.9254,18977.8657
1778934070.712831,1623795.743,32,25,6,0.0164,18890.9068,92.9665,18983.8897
1778934070.743023,1623825.935,32,31,6,0.0280,27581.8318,131.6953,27713.5551
1778934070.743825,1623826.737,32,15,6,0.0195,27581.8318,124.5780,27706.4293
1778934070.791880,1623874.792,32,11,6,0.0129,27581.8318,76.0076,27657.8523
1778934070.806033,1623888.945,32,18,6,0.0065,27581.8318,70.5397,27652.3780
1778934070.843910,1623926.822,32,16,6,0.2977,37191.7097,18850.3033,56042.3107
1778934070.844809,1623927.721,32,8,6,0.2701,37191.7097,18844.0974,56036.0772
1778934070.880836,1623963.748,32,4,6,0.2513,37191.7097,18814.9049,56006.8659
1778934070.881617,1623964.529,32,3,6,0.2336,37191.7097,18806.4792,55998.4225
1778934070.913396,1623996.308,32,27,6,0.2162,37191.7097,18778.3127,55970.2386
1778934070.913805,1623996.717,32,6,6,0.1956,37191.7097,18769.6867,55961.5920
1778934070.953414,1624036.326,32,1,6,0.1774,37191.7097,18731.5212,55923.4083
1778934070.986252,1624069.164,32,9,6,0.1602,37191.7097,18725.4983,55917.3682
1778934070.987370,1624070.282,32,20,6,0.1432,53039.7869,18715.0832,71755.0134
1778934070.987970,1624070.882,32,22,6,8767.9315,44271.9809,18712.1093,71752.0217
1778934071.030404,1624113.316,32,23,6,8767.9146,44271.9809,18676.8807,71716.7761
1778934071.030838,1624113.750,32,2,6,8767.8975,44271.9809,18675.3248,71715.2032
1778934071.064277,1624147.189,32,30,6,8767.8809,44271.9809,18639.9409,71679.8027
1778934071.065142,1624148.054,32,13,6,8767.8642,44271.9809,18635.3136,71675.1587
1778934071.092740,1624175.652,32,24,6,8767.8473,44271.9809,18602.6634,71642.4916
1778934071.093548,1624176.460,32,14,6,8767.8301,44271.9809,18605.3447,71645.1557
1778934622.558007,2175640.919,32,27,7,0.0290,596.6035,35.5488,632.1813
1778934622.647063,2175729.975,32,9,7,0.4353,18987.5660,563.6097,19551.6109
1778934622.720714,2175803.626,32,13,7,0.4065,18987.5660,504.2713,19492.2437
1778934622.721525,2175804.437,32,18,7,0.3838,18987.5660,511.3664,19499.3162
1778934622.736603,2175819.515,32,22,7,0.3623,18987.5660,477.4933,19465.4215
1778934622.737331,2175820.243,32,29,7,0.3452,18987.5660,473.9098,19461.8210
1778934622.798800,2175881.712,32,19,7,0.3286,18987.5660,443.9355,19431.8301
1778934622.799473,2175882.385,32,6,7,0.3086,18987.5660,437.8695,19425.7441
1778934622.873041,2175955.953,32,26,7,0.2916,38670.4194,398.0835,39068.7945
1778934622.873512,2175956.424,32,16,7,122.6329,38548.0613,396.0227,39066.7169
