arrival_time_epoch_s,compressed_elapsed_ms,tenant_count,tenant_id,turn_index,blocking_ms,prefill_ms,remaining_ttft_ms,ttft_ms
1778978301.574566,0.000,32,8,1,0.0291,47.4723,77.8544,125.3557
1778978301.598208,23.642,32,14,1,0.0273,162.2975,96.1890,258.5138
1778978301.598629,24.064,32,28,1,0.0116,162.2975,36.4657,198.7748
1778978301.605228,30.662,32,24,1,0.0372,164.0663,80.8731,244.9766
1778978301.609443,34.877,32,21,1,0.0226,164.0663,55.8614,219.9503
1778978301.609944,35.378,32,25,1,0.0101,164.0663,39.9148,203.9912
1778978301.632697,58.131,32,22,1,0.3948,458.9599,173.0352,632.3900
1778978301.633129,58.563,32,20,1,0.3740,458.9599,167.6463,626.9802
1778978301.639947,65.382,32,27,1,0.3574,458.9599,173.8099,633.1272
1778978301.640336,65.770,32,11,1,0.3419,458.9599,168.6047,627.9066
1778978301.646008,71.442,32,2,1,0.3260,458.9599,154.9427,614.2286
1778978301.656477,81.912,32,17,1,0.3109,458.9599,131.0850,590.3558
1778978301.656702,82.136,32,19,1,0.2962,458.9599,157.9710,617.2271
1778978301.672906,98.340,32,29,1,0.2811,458.9599,127.8691,587.1101
1778978301.673178,98.612,32,1,1,0.2660,458.9599,137.5273,596.7532
1778978301.673415,98.849,32,23,1,0.2513,458.9599,123.4230,582.6342
1778978301.686274,111.708,32,7,1,0.2367,458.9599,115.8362,575.0329
1778978301.686489,111.923,32,30,1,0.2216,458.9599,136.2470,595.4285
1778978301.686660,112.094,32,4,1,0.2064,458.9599,116.6410,575.8073
1778978301.689628,115.062,32,31,1,0.1915,458.9599,120.5708,579.7222
1778978301.689838,115.272,32,9,1,0.1770,458.9599,131.9285,591.0654
1778978301.696087,121.521,32,32,1,0.1604,458.9599,149.3620,608.4823
1778978301.696310,121.744,32,6,1,0.1457,458.9599,158.8098,617.9154
1778978301.696526,121.960,32,16,1,0.1312,458.9599,114.2387,573.3298
1778978301.700952,126.386,32,10,1,0.1168,458.9599,106.9435,566.0202
1778978301.701225,126.659,32,5,1,0.1021,458.9599,95.4179,554.4799
1778978301.703582,129.016,32,26,1,0.0874,458.9599,91.6669,550.7143
1778978301.710155,135.589,32,15,1,0.0729,458.9599,87.7879,546.8207
1778978301.710399,135.833,32,3,1,0.0584,458.9599,81.5322,540.5506
1778978301.713453,138.887,32,13,1,0.0435,458.9599,78.2757,537.2791
1778978301.713694,139.128,32,12,1,0.0291,458.9599,82.4063,541.3953
1778978301.713897,139.331,32,18,1,0.0145,458.9599,85.3054,544.2798
1778978475.069031,173494.466,32,2,2,0.0431,976.7873,35.9967,1012.8271
1778978475.082663,173508.097,32,20,2,0.0360,2395.6767,64.2751,2459.9878
1778978475.083061,173508.495,32,13,2,0.0258,2395.6767,53.4469,2449.1494
1778978475.090607,173516.041,32,23,2,0.0190,2395.6767,49.2593,2444.9550
1778978475.090908,173516.342,32,14,2,0.0127,2395.6767,38.2476,2433.9370
1778978475.096239,173521.673,32,26,2,0.0064,2395.6767,40.8374,2436.5205
1778978475.116048,173541.482,32,1,2,0.4541,6473.9306,969.6115,7443.9962
1778978475.129324,173554.758,32,6,2,0.4307,6473.9306,962.7805,7437.1418
1778978475.129692,173555.126,32,3,2,0.4119,6473.9306,971.1336,7445.4761
1778978475.129936,173555.370,32,28,2,0.3940,6473.9306,964.6910,7439.0156
1778978475.130150,173555.584,32,24,2,0.3750,6473.9306,957.8784,7432.1839
1778978475.130339,173555.773,32,10,2,0.3578,6473.9306,957.2806,7431.5690
1778978475.138655,173564.089,32,12,2,0.3411,6473.9306,940.5386,7414.8103
1778978475.139070,173564.504,32,7,2,0.3240,6473.9306,943.1578,7417.4124
1778978475.149414,173574.848,32,18,2,0.3069,6473.9306,937.9709,7412.2084
1778978475.149725,173575.159,32,31,2,0.2903,6473.9306,937.4476,7411.6684
1778978475.149963,173575.397,32,19,2,0.2740,10850.0329,935.5571,11785.8640
1778978475.161072,173586.506,32,11,2,1453.7349,9396.5553,922.2130,11772.5032
1778978475.161389,173586.823,32,5,2,1453.7184,9396.5553,922.0504,11772.3241
1778978475.171850,173597.284,32,29,2,1453.7020,9396.5553,913.5665,11763.8239
1778978475.172144,173597.578,32,27,2,1453.6857,9396.5553,916.7455,11766.9865
1778978475.179205,173604.639,32,30,2,1453.6675,9396.5553,911.2016,11761.4244
1778978475.179537,173604.971,32,8,2,1453.6508,9396.5553,911.3052,11761.5114
1778978475.179828,173605.263,32,25,2,1453.6344,9396.5553,907.7736,11757.9633
1778978475.192399,173617.833,32,32,2,1453.6179,9396.5553,913.1471,11763.3203
1778978475.192769,173618.203,32,17,2,1453.6018,9396.5553,897.2687,11747.4258
