timestamp_utc,num_gpu_blocks_override,tenant_count,run_index,tenant_id,history_limit_tokens,turn_index,session_index,request_id,metrics_request_id,status,error_message,input_tokens,requested_min_tokens,requested_max_tokens,output_tokens,kv_history_tokens,prefix_hit_tokens,prefix_hit_rate,blocking_time_ms,ttft_ms,p95_tbt_ms,ttlt_ms,prompt_log_path,output_log_path,run_log
2026-05-16T11:54:06.746542+00:00,16384,32,1,10,8192,1,10,cmpl-tenant-10-turn-1-tenants-32-run-1,cmpl-tenant-10-turn-1-tenants-32-run-1-0,success,,50,2048,2048,2049,0,48,,0.0475,470.879,21.6325,69011.9649,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_10/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_10/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.759538+00:00,16384,32,1,20,2048,1,20,cmpl-tenant-20-turn-1-tenants-32-run-1,cmpl-tenant-20-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.1483,493.9407,19.1159,16749.1228,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_20/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_20/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.739089+00:00,16384,32,1,28,2048,1,28,cmpl-tenant-28-turn-1-tenants-32-run-1,cmpl-tenant-28-turn-1-tenants-32-run-1-0,success,,586,512,512,513,0,0,,0.0064,539.3564,19.3606,16735.5685,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_28/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_28/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.733760+00:00,16384,32,1,19,2048,1,19,cmpl-tenant-19-turn-1-tenants-32-run-1,cmpl-tenant-19-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,0,,0.034,168.9223,19.2307,16736.619,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_19/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_19/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.720901+00:00,16384,32,1,29,2048,1,29,cmpl-tenant-29-turn-1-tenants-32-run-1,cmpl-tenant-29-turn-1-tenants-32-run-1-0,success,,53,512,512,513,0,48,,0.105,487.0979,19.4298,16756.2529,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_29/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_29/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.778172+00:00,16384,32,1,32,2048,1,32,cmpl-tenant-32-turn-1-tenants-32-run-1,cmpl-tenant-32-turn-1-tenants-32-run-1-0,success,,53,512,512,513,0,48,,0.0067,99.8655,19.217,16727.9922,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_32/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_32/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.743129+00:00,16384,32,1,21,2048,1,21,cmpl-tenant-21-turn-1-tenants-32-run-1,cmpl-tenant-21-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.0359,543.7925,19.4122,16731.5474,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_21/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_21/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.757988+00:00,16384,32,1,26,2048,1,26,cmpl-tenant-26-turn-1-tenants-32-run-1,cmpl-tenant-26-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.03,540.2213,19.3457,16741.6266,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_26/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_26/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.737219+00:00,16384,32,1,22,2048,1,22,cmpl-tenant-22-turn-1-tenants-32-run-1,cmpl-tenant-22-turn-1-tenants-32-run-1-0,success,,47,512,512,513,0,32,,0.1339,548.3541,19.3325,16815.6912,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_22/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_22/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
2026-05-16T11:54:06.738793+00:00,16384,32,1,30,2048,1,30,cmpl-tenant-30-turn-1-tenants-32-run-1,cmpl-tenant-30-turn-1-tenants-32-run-1-0,success,,53,512,512,513,0,48,,0.0551,564.9867,19.3191,16764.6389,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_30/turn_01_input.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_artifacts_smallctx_mixed_limits_8GB/io_logs/tenant_count_32/run_1/tenant_30/turn_01_output.txt,/home/noslab-gpu/zoneatten_gpu/vram_only_logs_smallctx_mixed_limits_8GB/block_16384_tenant_32_run_1.log
